"","X","age_carte_grise","age_vehicule","agepr","cataeu","cs42pr","dip14pr","etat_veh_achat","ident_men","km_autre_carbu","km_diesel","km_essence","mloy_d","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_coicop_722","prix_achat","revtot","situapr","stalog","tau","tuu","typmen","veh_tot","vp_deplacements_pro","vp_domicile_travail","rural","petite_ville","moyenne_ville","grande_ville","paris","aides_logement","nb_essence","nb_diesel","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_3","distance_autre_carbu","distance_diesel","distance_essence"
"1351",1350,NA,NA,48,111,85,71,NA,11849,NA,NA,NA,0,1,4,2,3,1.8,2776.51544705495,0,NA,12754,7,3,9,7,2,0,NA,NA,0,0,0,1,0,1,0,0,7085.55555555556,1,1,"1_1","1_0_1",0,0,3543
"1353",1352,16,19,52,111,64,60,0,11850,0,NA,0,0,1,4,4,6,3.3,2371.0640768138,1040,NA,30040,1,3,10,8,4,1,0,0,0,0,0,0,1,1,0,1,9103.0303030303,1,1,"1_1","1_0_1",0,12481,0
"1357",1356,0,11,21,111,84,41,0,11855,0,0,140,150,0,1,0,1,1,3013.59653005009,0,NA,7637,3,3,6,4,1,1,0,1,0,0,1,0,0,1,1,0,7637,1,1,"1_1","1_0_1",NA,NA,NA
"1363",1362,6,6,84,120,71,71,0,11861,0,NA,0,0,0,3,0,1,1,2913.72528149564,0,NA,9345,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,9345,1,1,"1_0","1_1_0",0,5000,0
"1366",1365,NA,NA,19,111,84,41,NA,11866,NA,NA,NA,285,0,2,0,1,1,4307.42711327078,0,NA,3312,3,3,9,7,1,0,NA,NA,0,0,0,1,0,1,0,0,3312,1,1,"1_1","1_0_1",NA,NA,NA
"1373",1372,5,13,62,111,86,70,0,11876,0,0,NA,0,0,2,0,1,1,2188.22298481096,0,NA,5080,6,1,6,5,1,1,0,0,0,0,1,0,0,0,1,0,5080,1,1,"1_0","1_0_0",NA,NA,NA
"1383",1382,NA,NA,22,111,84,41,NA,11894,NA,NA,NA,640,0,3,0,1,1,4565.22329126952,0,NA,8400,3,4,9,7,1,0,NA,NA,0,0,0,1,0,0,0,0,8400,1,1,"1_0","1_0_0",NA,NA,NA
"1386",1385,NA,NA,34,111,55,41,NA,11899,NA,NA,NA,0,1,2,0,1,1,3744.15301486115,0,NA,1460,1,3,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,1460,1,1,"1_0","1_0_0",NA,NA,NA
"1388",1387,NA,NA,55,111,75,31,NA,1190,NA,NA,NA,0,0,1,0,1,1,3461.15837021324,0,NA,8684,4,3,10,8,1,0,NA,NA,0,0,0,0,1,1,0,0,8684,1,1,"1_1","1_0_1",NA,NA,NA
"1392",1391,21,21,62,300,77,50,0,11904,0,NA,0,0,0,6,0,1,1,2395.98211831042,3269,NA,5723,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,5723,1,1,"1_0","1_1_0",0,11859,0
"1428",1427,10,15,37,400,22,43,0,11956,0,0,NA,0,1,4,1,2,1.3,2963.54146844514,0,NA,4010,1,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,3084.61538461538,1,1,"1_0","1_1_0",NA,NA,NA
"1431",1430,NA,NA,49,111,85,70,NA,11961,NA,NA,NA,0,0,2,0,1,1,6790.51846970358,0,NA,8656,7,3,10,8,1,0,NA,NA,0,0,0,0,1,1,0,0,8656,1,1,"1_1","1_0_1",NA,NA,NA
"1433",1432,4,4,50,111,21,44,0,11963,0,255,0,100,1,4,0,1,1,3146.54581694342,0,NA,9340,1,3,10,8,1,1,1,1,0,0,0,0,1,1,0,1,9340,1,1,"1_1","1_0_1",0,7009,0
"1444",1443,NA,NA,51,111,85,71,NA,11982,NA,NA,NA,0,0,3,3,5,2.4,1632.018667508,0,NA,20476,7,3,7,6,4,0,NA,NA,0,0,1,0,0,1,0,0,8531.66666666667,1,1,"1_1","1_0_1",0,0,3000
"1467",1466,5,7,53,221,21,50,0,12014,0,0,NA,0,1,4,3,5,2.4,2437.99196149879,0,NA,14042,1,2,1,2,4,2,0,0,0,1,0,0,0,1,2,0,5850.83333333333,1,1,"1_1","1_0_1",NA,NA,NA
"1469",1468,NA,NA,72,111,78,71,NA,12016,NA,NA,NA,0,0,5,0,1,1,4461.64495977106,0,NA,8982,5,1,8,7,1,0,NA,NA,0,0,0,1,0,0,0,0,8982,1,1,"1_0","1_0_0",0,0,10000
"1476",1475,0,7,22,111,84,10,0,12028,0,35,0,245,0,2,0,1,1,3338.37302156942,0,NA,8464,3,3,9,7,1,1,1,1,0,0,0,1,0,1,0,1,8464,1,1,"1_1","1_0_1",0,12144,0
"1490",1489,NA,NA,96,400,71,70,NA,12044,NA,NA,NA,0,0,3,0,1,1,2790.76847587242,0,NA,8988,5,4,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,8988,1,1,"1_0","1_1_0",NA,NA,NA
"1507",1506,15,29,64,400,64,50,0,12066,0,0,NA,0,2,4,0,2,1.5,1552.45483273192,1040,NA,3820,5,3,0,0,3,1,0,0,1,0,0,0,0,0,1,0,2546.66666666667,1,1,"1_0","1_1_0",NA,NA,NA
"1520",1519,0,7,53,111,37,31,2,12087,0,0,NA,0,1,3,0,1,1,3933.5096157001,724,7500,3006,1,1,9,7,1,1,0,0,0,0,0,1,0,0,1,0,3006,1,1,"1_0","1_0_0",NA,NA,NA
"1528",1527,2,2,56,111,22,60,0,12095,0,0,225,0,2,5,1,3,2,3143.33862827591,0,NA,15980,1,3,10,8,4,1,0,1,0,0,0,0,1,0,1,0,7990,1,1,"1_0","1_0_0",NA,NA,NA
"1549",1548,2,2,63,112,35,20,0,12120,0,0,0,0,1,5,0,2,1.5,1843.25546334949,0,NA,12507,1,1,8,0,3,2,0,0,1,0,0,0,0,0,1,1,8338,1,1,"1_0","1_1_0",0,5000,0
"1557",1556,0,16,20,111,56,41,0,12129,0,0,0,178,1,3,0,1,1,5124.41807907613,0,NA,7169,3,4,8,7,1,1,1,1,0,0,0,1,0,0,1,0,7169,1,1,"1_0","1_0_0",NA,NA,NA
"1573",1572,NA,NA,51,111,52,71,NA,12158,NA,NA,NA,40,1,2,0,1,1,2607.97656528841,1144,NA,6005,4,3,7,6,1,0,NA,NA,0,0,1,0,0,1,0,0,6005,1,1,"1_1","1_0_1",NA,NA,NA
"1575",1574,NA,NA,18,111,84,41,NA,12160,NA,NA,NA,0,0,1,0,1,1,3029.26774412655,0,NA,1279,3,3,6,5,1,0,NA,NA,0,0,1,0,0,0,0,0,1279,1,1,"1_0","1_0_0",NA,NA,NA
"1578",1577,3,11,49,300,64,50,0,12164,0,160,0,0,2,4,1,3,2,1053.40804117693,2860,NA,17805,1,1,0,0,4,3,0,0,1,0,0,0,0,0,0,3,8902.5,1,1,"1_0","1_1_0",0,23000,0
"1580",1579,6,15,49,111,68,50,0,12167,0,100,0,400,1,4,3,5,2.6,2487.41514934316,2349,NA,22268,1,3,6,4,4,1,0,1,0,0,1,0,0,1,0,1,8564.61538461538,1,1,"1_1","1_0_1",0,25000,0
"1604",1603,2,16,71,112,11,70,0,12206,0,NA,0,0,1,3,0,1,1,2169.10438197142,0,NA,-4582,1,3,6,0,1,2,0,0,1,0,0,0,0,1,0,2,-4582,1,1,"1_1","1_1_1",0,16353,0
"1607",1606,7,12,49,400,11,50,0,1221,0,NA,0,0,2,5,1,3,2,2062.42116473461,1820,NA,12617,1,2,0,0,4,1,1,0,1,0,0,0,0,1,0,1,6308.5,1,1,"1_1","1_1_1",0,15000,0
"1617",1616,2,13,53,111,78,71,0,12226,0,NA,0,0,0,4,3,5,3,3477.992424243,1560,NA,28199,7,3,10,8,4,2,0,0,0,0,0,0,1,1,0,2,9399.66666666667,1,1,"1_1","1_0_1",0,27798,0
"1650",1649,6,6,76,400,77,71,0,1228,0,0,NA,0,0,6,0,1,1,2731.24016817214,0,NA,7003,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,7003,1,1,"1_0","1_1_0",NA,NA,NA
"1668",1667,1,3,26,111,84,10,2,12303,0,100,0,171,1,2,0,2,1.5,2733.67515527892,1390,11000,9467,3,3,8,6,3,2,0,1,0,0,1,0,0,1,0,2,6311.33333333333,1,1,"1_1","1_0_1",0,5000,0
"1672",1671,NA,NA,48,111,55,50,NA,12307,NA,NA,NA,0,1,3,0,1,1,3480.02846327242,0,NA,8224,4,3,8,7,1,0,NA,NA,0,0,0,1,0,1,0,0,8224,1,1,"1_1","1_0_1",NA,NA,NA
"1681",1680,16,16,85,112,72,70,0,12319,0,0,NA,0,0,4,0,2,1.5,3338.98365371122,0,NA,11645,5,1,9,0,3,1,0,0,1,0,0,0,0,0,1,0,7763.33333333333,1,1,"1_0","1_1_0",NA,NA,NA
"1717",1716,NA,NA,55,111,85,71,NA,12367,NA,NA,NA,105,0,2,0,1,1,4752.75774088101,0,NA,6740,6,3,8,7,1,0,NA,NA,0,0,0,1,0,1,0,0,6740,1,1,"1_1","1_0_1",NA,NA,NA
"1731",1730,9,9,49,400,85,41,0,12389,0,0,0,0,1,3,3,5,2.6,1687.18772145446,0,NA,20480,7,1,0,0,4,2,0,0,1,0,0,0,0,0,1,1,7876.92307692308,1,1,"1_0","1_1_0",0,5000,0
"1735",1734,10,17,38,120,56,71,0,12392,0,0,50,0,1,3,1,2,1.5,5149.69064400159,0,NA,13225,1,2,0,2,2,1,0,1,0,1,0,0,0,1,1,0,8816.66666666667,1,1,"1_1","1_0_1",NA,NA,NA
"1749",1748,5,22,61,112,78,70,0,12412,0,0,NA,178,0,1,0,1,1,5619.33610485063,2080,NA,5716,5,3,9,3,1,1,0,0,0,1,0,0,0,1,1,0,5716,1,1,"1_1","1_0_1",NA,NA,NA
"1756",1755,NA,NA,44,111,85,50,NA,12419,NA,NA,NA,0,0,2,0,1,1,2671.63778178909,0,NA,8455,4,3,6,4,1,0,NA,NA,0,0,1,0,0,1,0,0,8455,1,1,"1_1","1_0_1",NA,NA,NA
"1758",1757,8,28,59,112,78,50,0,12421,0,NA,0,0,0,3,0,2,1.5,3838.33622485787,1560,NA,11397,7,3,7,0,3,2,0,0,1,0,0,0,0,1,0,2,7598,1,1,"1_1","1_1_1",0,25000,0
"1760",1759,3,4,66,111,77,71,0,12423,0,NA,0,0,0,7,0,1,1,2626.99493020604,0,NA,8502,5,1,10,8,1,1,0,0,0,0,0,0,1,0,0,1,8502,1,1,"1_0","1_0_0",0,15000,0
"1793",1792,NA,NA,21,111,84,41,NA,12468,NA,NA,NA,0,0,5,0,1,1,2990.60031573536,0,NA,2013,3,4,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,2013,1,1,"1_0","1_0_0",NA,NA,NA
"1823",1822,NA,NA,56,111,68,41,NA,12510,NA,NA,NA,0,1,4,2,3,2,1532.02745147488,0,NA,13750,4,3,4,4,2,0,NA,NA,0,0,1,0,0,1,0,0,6875,1,1,"1_1","1_0_1",0,0,4265
"1837",1836,0,15,58,400,21,50,0,12530,0,NA,0,0,1,5,0,2,1.5,2061.07824814477,1821,NA,756,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,504,1,1,"1_0","1_1_0",0,16337,3614
"1847",1846,0,7,21,111,63,44,0,12540,0,0,450,0,1,2,0,2,1.5,3861.76073908089,1553,NA,6875,1,1,9,7,3,1,0,1,0,0,0,1,0,0,1,0,4583.33333333333,1,1,"1_0","1_0_0",NA,NA,NA
"1866",1865,NA,NA,57,111,63,50,NA,12575,NA,NA,NA,0,1,3,0,1,1,1365.15503372085,0,NA,5220,4,3,6,4,1,0,NA,NA,0,0,1,0,0,1,0,0,5220,1,1,"1_1","1_0_1",NA,NA,NA
"1872",1871,NA,NA,60,111,77,60,NA,12582,NA,NA,NA,0,0,2,0,1,1,2948.0951667528,0,NA,7560,5,3,9,7,1,0,NA,NA,0,0,0,1,0,1,0,0,7560,1,1,"1_1","1_0_1",0,0,2500
"1882",1881,NA,NA,47,221,85,50,NA,12596,NA,NA,NA,0,0,4,1,2,1.3,5439.64058345075,0,NA,11319,6,3,1,2,2,0,NA,NA,0,1,0,0,0,1,0,0,8706.92307692308,1,1,"1_1","1_0_1",0,0,10000
"1905",1904,0,8,25,111,84,20,0,12622,0,80,0,0,0,1,0,1,1,2832.00332782394,0,NA,4949,3,4,8,7,1,1,0,1,0,0,0,1,0,0,0,1,4949,1,1,"1_0","1_0_0",0,15311,0
"1913",1912,NA,NA,27,111,63,71,NA,12633,NA,NA,NA,38,1,4,3,5,2.4,4141.38503194022,260,NA,16781,4,3,8,7,4,0,NA,NA,0,0,0,1,0,1,0,0,6992.08333333333,1,1,"1_1","1_0_1",0,0,2500
"1923",1922,2,12,57,400,56,70,0,12649,0,0,450,0,1,2,0,1,1,1749.26646728167,2600,NA,9550,1,4,0,0,1,1,0,1,1,0,0,0,0,0,1,0,9550,1,1,"1_0","1_1_0",NA,NA,NA
"1927",1926,8,31,42,211,52,50,0,12654,0,0,NA,0,1,5,2,3,1.8,1602.58448046157,792,NA,17285,4,3,2,3,2,1,0,0,0,1,0,0,0,1,1,0,9602.77777777778,1,1,"1_1","1_0_1",NA,NA,NA
"1936",1935,NA,NA,77,300,71,71,NA,12662,NA,NA,NA,0,0,5,0,1,1,2580.19541975528,0,NA,9480,5,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,9480,1,1,"1_0","1_1_0",NA,NA,NA
"1962",1961,3,16,51,111,85,50,0,12697,0,NA,0,15,0,3,0,1,1,3739.03046410639,520,NA,8855,7,3,8,6,1,1,0,0,0,0,1,0,0,1,0,1,8855,1,1,"1_1","1_0_1",0,1000,0
"1980",1979,NA,NA,22,111,34,41,NA,12718,NA,NA,NA,380,1,3,0,1,1,3942.61191571412,0,NA,3623,3,3,9,7,1,0,NA,NA,0,0,0,1,0,1,0,0,3623,1,1,"1_1","1_0_1",NA,NA,NA
"1989",1988,NA,NA,54,111,56,41,NA,12730,NA,NA,NA,0,1,2,1,2,1.5,3930.6915143969,0,NA,10579,4,3,9,7,2,0,NA,NA,0,0,0,1,0,1,0,0,7052.66666666667,1,1,"1_1","1_0_1",NA,NA,NA
"1990",1989,2,8,22,112,55,50,0,12731,0,900,0,364,1,5,0,1,1,2737.53478585079,5356,NA,9172,1,3,7,1,1,1,0,1,0,1,0,0,0,1,0,1,9172,1,1,"1_1","1_0_1",0,3000,0
"1993",1992,4,11,51,300,85,31,0,12734,0,200,0,0,0,4,1,2,1.3,2735.48884030234,1564,NA,11104,5,3,0,0,2,1,0,1,1,0,0,0,0,1,0,1,8541.53846153846,1,1,"1_1","1_1_1",0,10666,0
"2010",2009,2,11,66,221,77,50,0,12756,0,0,NA,0,0,4,0,1,1,1619.20029884318,0,NA,8410,5,1,1,3,1,1,0,0,0,1,0,0,0,0,1,0,8410,1,1,"1_0","1_0_0",NA,NA,NA
"2012",2011,6,6,62,400,77,60,0,12758,0,NA,0,0,0,2,0,2,1.5,2381.1169654343,0,NA,5510,5,1,0,1,3,1,0,0,0,1,0,0,0,0,0,1,3673.33333333333,1,1,"1_0","1_0_0",0,8000,0
"2034",2033,NA,NA,43,111,81,60,NA,12797,NA,NA,NA,120,1,3,1,2,1.3,3617.29378518116,0,NA,9740,4,3,9,7,2,0,NA,NA,0,0,0,1,0,1,0,0,7492.30769230769,1,1,"1_1","1_0_1",0,0,3543
"2039",2038,7,7,79,400,78,71,0,12802,0,NA,0,0,0,4,0,2,1.5,2393.759353251,1608,NA,9532,5,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,6354.66666666667,1,1,"1_0","1_1_0",0,18000,0
"2060",2059,NA,NA,52,111,48,71,NA,12827,NA,NA,NA,126,1,4,2,3,2,2601.55180359162,0,NA,18596,1,3,7,5,2,0,NA,NA,0,0,1,0,0,1,0,0,9298,1,1,"1_1","1_0_1",NA,NA,NA
"2079",2078,0,16,21,111,55,20,0,12852,0,0,NA,107,2,2,0,2,1.5,2330.76923414484,1040,NA,3809,3,3,8,7,3,1,0,0,0,0,0,1,0,1,1,0,2539.33333333333,1,1,"1_1","1_0_1",NA,NA,NA
"2096",2095,0,10,25,300,12,43,0,12871,0,250,0,0,1,1,0,1,1,1169.26067805457,0,NA,271,1,4,0,0,1,1,0,1,1,0,0,0,0,0,0,1,271,1,1,"1_0","1_1_0",0,15000,0
"2100",2099,1,13,51,111,68,71,0,12876,0,NA,0,0,2,5,3,5,2.8,3420.58188690076,1041,NA,25100,4,3,6,5,4,1,0,0,0,0,1,0,0,1,0,1,8964.28571428572,1,1,"1_1","1_0_1",0,15000,0
"2114",2113,1,1,21,111,65,20,1,1290,0,0,20,306,1,2,0,2,1.5,3427.64388441181,0,11000,5787,1,3,8,7,3,1,0,1,0,0,0,1,0,1,1,0,3858,1,1,"1_1","1_0_1",NA,NA,NA
"2119",2118,NA,NA,50,112,68,71,NA,12908,NA,NA,NA,0,2,5,2,4,2.3,2127.44620394906,12740,NA,20435,4,3,8,0,4,0,NA,NA,1,0,0,0,0,1,0,0,8884.78260869565,1,1,"1_1","1_1_1",NA,NA,NA
"2122",2121,8,8,30,112,63,50,0,12910,0,NA,0,0,1,4,2,4,2.1,1506.67056133404,3957,NA,20135,1,2,8,0,4,1,0,0,1,0,0,0,0,0,0,1,9588.09523809524,1,1,"1_0","1_1_0",0,8000,0
"2124",2123,2,15,46,111,47,20,0,12912,0,NA,0,62,2,4,3,5,2.4,1875.45690490854,520,NA,21589,1,3,8,6,4,1,0,0,0,0,1,0,0,1,0,1,8995.41666666667,1,1,"1_1","1_0_1",0,3000,25000
"2138",2137,NA,NA,72,111,78,71,NA,12928,NA,NA,NA,0,0,4,0,2,1.5,7224.36159657115,0,NA,11240,5,1,10,8,3,0,NA,NA,0,0,0,0,1,0,0,0,7493.33333333333,1,1,"1_0","1_0_0",NA,NA,NA
"2140",2139,3,26,85,111,77,30,0,1293,0,0,NA,0,0,3,0,2,1.5,3481.83528081041,0,NA,13555,5,4,8,7,5,2,0,0,0,0,0,1,0,0,2,0,9036.66666666667,1,1,"1_0","1_0_0",NA,NA,NA
"2162",2161,NA,NA,43,111,55,71,NA,12959,NA,NA,NA,540,1,4,3,4,1.9,4430.4057604189,2631,NA,17573,1,3,6,5,2,0,NA,NA,0,0,1,0,0,1,0,0,9248.94736842105,1,1,"1_1","1_0_1",0,0,10000
"2165",2164,6,12,24,111,84,10,0,12961,0,300,0,187,0,1,0,1,1,3416.93499151889,2340,NA,2893,3,3,8,6,1,1,0,1,0,0,1,0,0,1,0,1,2893,1,1,"1_1","1_0_1",0,25000,0
"2169",2168,11,11,75,120,86,71,0,1297,0,0,NA,0,0,3,0,1,1,2313.07969903724,0,NA,9471,5,4,0,3,1,1,0,0,0,1,0,0,0,0,1,0,9471,1,1,"1_0","1_0_0",NA,NA,NA
"2176",2175,3,3,64,300,71,71,0,12978,0,NA,0,0,0,3,0,1,1,3267.79395753069,0,NA,4530,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4530,1,1,"1_0","1_1_0",0,7009,0
"2190",2189,4,4,87,300,71,70,0,130,0,NA,0,0,1,5,1,2,1.5,1330.41246261498,2808,NA,-984,5,1,0,0,2,1,1,0,1,0,0,0,0,0,0,1,-656,1,1,"1_0","1_1_0",0,10000,0
"2192",2191,NA,NA,61,300,86,71,NA,13000,NA,NA,NA,0,0,2,0,1,1,3104.37437359441,0,NA,8250,5,1,0,0,1,0,NA,NA,1,0,0,0,0,0,0,0,8250,1,1,"1_0","1_1_0",NA,NA,NA
"2197",2196,NA,NA,24,111,84,41,NA,1301,NA,NA,NA,230,0,3,0,1,1,4355.90996070219,0,NA,9245,3,4,10,8,1,0,NA,NA,0,0,0,0,1,1,0,0,9245,1,1,"1_1","1_0_1",0,0,3543
"2201",2200,0,14,26,300,52,71,0,13018,0,0,300,0,1,2,0,2,1.5,2759.38961317297,0,NA,13934,1,3,0,0,3,1,0,1,1,0,0,0,0,1,1,0,9289.33333333333,1,1,"1_1","1_1_1",NA,NA,NA
"2220",2219,6,6,53,112,11,50,0,13040,0,NA,0,0,2,7,0,2,1.5,2211.73307347416,356,NA,3867,1,1,8,0,3,1,0,0,1,0,0,0,0,0,0,1,2578,1,1,"1_0","1_1_0",0,23500,0
"2247",2246,NA,NA,18,111,84,60,NA,13077,NA,NA,NA,347,0,1,0,1,1,3860.41768510615,0,NA,7476,3,3,9,7,1,0,NA,NA,0,0,0,1,0,1,0,0,7476,1,1,"1_1","1_0_1",NA,NA,NA
"2264",2263,0,11,21,111,84,41,0,13099,0,NA,0,215,0,1,0,1,1,3148.67168177816,1040,NA,5422,3,3,10,8,1,1,0,0,0,0,0,0,1,1,0,1,5422,1,1,"1_1","1_0_1",0,6787,0
"2319",2318,16,26,45,400,11,50,0,13185,0,70,0,0,1,7,3,5,2.6,2171.91864021736,0,NA,22483,1,3,0,0,4,2,0,1,1,0,0,0,0,1,0,2,8647.30769230769,1,1,"1_1","1_1_1",0,7359,0
"2324",2323,NA,NA,24,111,84,41,NA,13193,NA,NA,NA,0,0,3,0,1,1,4528.80245323114,0,NA,8440,3,3,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,8440,1,1,"1_0","1_0_0",NA,NA,NA
"2326",2325,10,11,33,111,22,50,0,132,0,0,NA,460,1,2,0,1,1,2982.80003639024,2215,NA,6061,1,3,9,7,1,1,0,0,0,0,0,1,0,0,1,0,6061,1,1,"1_0","1_0_0",NA,NA,NA
"2328",2327,0,11,45,300,62,50,0,13200,0,70,0,0,1,2,2,4,2.3,1837.39810130741,2600,NA,21600,1,1,0,0,4,2,0,1,1,0,0,0,0,0,0,2,9391.30434782609,1,1,"1_0","1_1_0",0,10000,0
"2367",2366,0,12,38,111,56,50,0,13252,0,NA,0,0,2,5,7,10,4.9,1780.73270645656,0,NA,36730,4,3,9,7,5,1,0,0,0,0,0,1,0,1,0,1,7495.91836734694,1,1,"1_1","1_0_1",0,20000,500
"2368",2367,NA,NA,21,111,84,41,NA,13253,NA,NA,NA,126,0,1,0,1,1,3395.90094933648,0,NA,4654,3,3,8,7,1,0,NA,NA,0,0,0,1,0,1,0,0,4654,1,1,"1_1","1_0_1",NA,NA,NA
"2413",2412,4,14,36,111,85,71,0,13317,0,NA,0,0,3,4,2,4,2.5,2470.03653485119,4516,NA,20586,6,3,9,7,4,2,0,0,0,0,0,1,0,1,0,2,8234.4,1,1,"1_1","1_0_1",0,30000,0
"2422",2421,10,14,44,112,12,71,0,1333,0,200,0,0,1,5,3,5,2.4,7890.9996162027,3224,NA,20970,1,1,9,1,4,2,0,1,0,1,0,0,0,0,0,2,8737.5,1,1,"1_0","1_0_0",0,10000,0
"2423",2422,2,9,60,112,47,70,0,13330,0,0,110,0,2,3,0,2,1.5,3813.01398010987,0,NA,13810,1,1,9,1,3,1,0,1,0,1,0,0,0,0,1,0,9206.66666666667,1,1,"1_0","1_0_0",0,0,3543
"2425",2424,1,9,55,112,21,42,2,13332,0,0,10,0,3,4,1,3,2,1941.81964995591,3608,3800,16639,1,3,8,0,4,3,0,0,1,0,0,0,0,0,1,2,8319.5,1,1,"1_0","1_1_0",0,8653,0
"2433",2432,2,6,46,111,67,71,2,13342,0,100,0,0,2,4,4,7,3.8,2312.13549637147,1560,7000,33676,1,3,10,8,5,1,0,1,0,0,0,0,1,1,0,1,8862.1052631579,1,1,"1_1","1_0_1",0,4000,0
"2454",2453,NA,NA,21,111,84,20,NA,13371,NA,NA,NA,474,0,1,0,1,1,3009.51796816647,0,NA,6100,3,3,9,7,1,0,NA,NA,0,0,0,1,0,0,0,0,6100,1,1,"1_0","1_0_0",NA,NA,NA
"2456",2455,1,20,33,111,85,50,2,13374,0,0,NA,0,0,3,3,4,1.9,1307.0926528819,0,400,15850,6,3,8,7,2,1,0,0,0,0,0,1,0,1,1,0,8342.1052631579,1,1,"1_1","1_0_1",NA,NA,NA
"2477",2476,NA,NA,23,111,84,41,NA,13402,NA,NA,NA,214,0,1,0,1,1,3396.31670498531,0,NA,8552,3,3,9,7,1,0,NA,NA,0,0,0,1,0,1,0,0,8552,1,1,"1_1","1_0_1",NA,NA,NA
"2484",2483,1,12,19,111,84,43,2,13414,0,0,NA,0,0,1,0,1,1,3130.86790154275,0,4500,4620,3,3,8,6,1,1,0,0,0,0,1,0,0,1,1,0,4620,1,1,"1_1","1_0_1",NA,NA,NA
"2510",2509,NA,NA,36,111,81,71,NA,13462,NA,NA,NA,0,1,1,0,1,1,2554.99572846132,0,NA,7864,4,3,7,5,1,0,NA,NA,0,0,1,0,0,1,0,0,7864,1,1,"1_1","1_0_1",NA,NA,NA
"2528",2527,11,25,55,111,72,71,0,13493,0,NA,0,0,0,4,1,3,2,3563.58853529619,520,NA,17300,7,3,10,8,4,2,0,0,0,0,0,0,1,1,0,2,8650,1,1,"1_1","1_0_1",0,4501,0
"2529",2528,NA,NA,54,111,52,71,NA,13494,NA,NA,NA,0,1,5,0,1,1,4188.09991271841,0,NA,8820,1,1,6,5,1,0,NA,NA,0,0,1,0,0,0,0,0,8820,1,1,"1_0","1_0_0",NA,NA,NA
"2547",2546,3,8,75,120,72,70,0,13517,0,0,0,0,0,5,0,2,1.5,2262.05516162396,3100,NA,12814,5,3,0,0,3,2,0,0,1,0,0,0,0,1,1,1,8542.66666666667,1,1,"1_1","1_1_1",0,15000,0
"2554",2553,2,2,28,111,21,41,0,13527,0,500,0,0,2,6,1,3,2,1915.74351067079,2392,NA,18496,1,1,10,8,4,3,0,0,0,0,0,0,1,0,0,3,9248,1,1,"1_0","1_0_0",0,33625,0
"2558",2557,NA,NA,73,212,72,70,NA,13533,NA,NA,NA,0,0,4,0,1,1,1982.2287458783,0,NA,8584,5,1,2,0,1,0,NA,NA,1,0,0,0,0,0,0,0,8584,1,1,"1_0","1_1_0",NA,NA,NA
"2560",2559,1,11,37,112,48,50,0,13535,0,0,NA,283,1,2,0,1,1,7957.79755908255,0,NA,6393,7,3,9,1,1,1,0,0,0,1,0,0,0,0,1,0,6393,1,1,"1_0","1_0_0",NA,NA,NA
"2561",2560,3,6,40,111,21,71,0,13536,0,20,0,0,1,3,2,4,2.1,4326.47440375028,0,NA,-6057,1,3,9,7,4,1,1,1,0,0,0,1,0,0,0,1,-2884.28571428571,1,1,"1_0","1_0_0",0,23500,0
"2587",2586,NA,NA,61,120,78,70,NA,13569,NA,NA,NA,0,0,1,0,1,1,3051.32504232721,0,NA,9144,5,3,0,0,1,0,NA,NA,1,0,0,0,0,1,0,0,9144,1,1,"1_1","1_1_1",0,0,1000
"2591",2590,NA,NA,49,111,85,71,NA,13575,NA,NA,NA,100,4,2,4,5,3,3249.36407423511,0,NA,23220,6,3,10,8,2,0,NA,NA,0,0,0,0,1,1,0,0,7740,1,1,"1_1","1_0_1",NA,NA,NA
"2620",2619,1,10,41,112,67,50,2,13610,0,450,0,0,1,2,0,1,1,2076.02816648531,1560,4000,1230,4,3,9,1,1,1,0,1,0,1,0,0,0,0,0,1,1230,1,1,"1_0","1_0_0",0,55144,0
"2622",2621,0,13,18,111,84,41,0,13613,0,0,130,150,0,1,0,1,1,3627.5038576457,0,NA,2056,3,3,9,7,1,1,0,1,0,0,0,1,0,1,1,0,2056,1,1,"1_1","1_0_1",NA,NA,NA
"2623",2622,3,15,46,111,55,71,0,13614,0,0,40,0,1,4,1,3,1.8,3325.96062513024,0,NA,14272,1,3,8,7,4,1,0,1,0,0,0,1,0,1,1,0,7928.88888888889,1,1,"1_1","1_0_1",NA,NA,NA
"2653",2652,3,22,40,111,62,50,0,13653,0,0,20,0,1,4,3,5,2.4,1507.77333072052,3379,NA,22910,1,2,6,5,4,2,1,1,0,0,1,0,0,1,1,1,9545.83333333333,1,1,"1_1","1_0_1",0,3000,0
