,ident_men,numero_categ,ocde10,vag,typmen,revtot,fumeur,p1,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,mois,mois2,temps2,decile,1,2,3,4,5,6,7,8,9
27656,8237.0,9,1.0,22.0,1.0,10174.0,0.0,117.35534918,143.61,93.8272045684,116.696053587,117.61,120.53,114.251481482,128.96,113.322299211,30192.2131241,98.0,2.0,4.0,9604.0,6,0.130452898728,0.0,0.0547677977062,0.646789024142,0.0279310715976,0.0,0.0294373093618,0.0310447157659,0.079577182697
27665,8238.0,9,2.0,22.0,4.0,64302.0,0.0,115.769667856,143.61,95.9242494057,117.453960948,95.9,146.52,107.327900092,121.2,116.509480236,30427.9605917,98.0,2.0,4.0,9604.0,6,0.107342611487,0.0,0.154069456445,0.44207863624,0.0365653490206,0.0829548420685,0.0244416406172,0.0,0.15254746412
27674,8239.0,9,1.5,22.0,2.0,37119.0,0.0,115.626832016,143.61,100.110743508,116.715846836,110.92,111.92,109.044941083,121.608408502,115.74320423,23139.5077508,98.0,2.0,4.0,9604.0,4,0.161237549324,0.0,0.0243554529121,0.352115568156,0.0,0.0126798325024,0.189554645832,0.130063728919,0.129993222356
27683,8240.0,9,1.5,22.0,3.0,36208.0,0.0,115.23239384,110.248387057,102.133193131,118.840417481,116.059285714,128.239675214,113.515548347,120.357676175,107.381988697,27993.819775,98.0,2.0,4.0,9604.0,6,0.140320355788,0.00405912590876,0.103527261966,0.279439975892,0.0656045477792,0.0721343978245,0.16917154487,0.101934732604,0.063808057367
27692,8241.0,9,1.0,22.0,1.0,21900.0,1.0,119.201231555,178.0,96.4907245127,115.521658047,110.92,144.048571429,91.7731959752,124.259469027,106.695023626,37892.8368266,98.0,2.0,4.0,9604.0,8,0.0161107504021,0.11341975832,0.0702817758667,0.519929212359,0.0,0.0478245498112,0.0604328910422,0.111805701679,0.0601953605205
27701,8242.0,9,1.5,22.0,3.0,26207.0,1.0,115.968939114,178.0,102.879382903,119.527968181,108.416853004,135.456531024,118.02689738,123.54,97.7587320093,25460.4829073,98.0,2.0,4.0,9604.0,5,0.0945843358472,0.00587869839927,0.113725352462,0.404837832667,0.0829815273739,0.0646425257878,0.027058818737,0.0681701799521,0.138120728775
27710,8243.0,9,1.8,22.0,4.0,30602.0,1.0,116.400654189,178.0,98.4463350375,112.499891962,110.92,112.62037594,109.706147794,123.54,108.630132291,26551.2686853,98.0,2.0,4.0,9604.0,5,0.176725795385,0.0719029106143,0.163573594392,0.201858143838,0.0,0.108067495732,0.0701714497219,0.0775071538985,0.130193456419
27719,8244.0,9,1.5,22.0,3.0,21635.0,0.0,114.943507067,102.89,96.2000055397,114.005078524,110.92,113.28,99.3063072636,116.794670659,104.481485156,33554.9233299,98.0,2.0,4.0,9604.0,7,0.0787544233114,0.00418748540566,0.0259825218647,0.40612066333,0.0,0.154306320373,0.125154963685,0.0746384890941,0.130855132935
27728,8433.0,9,1.0,22.0,1.0,117515.0,0.0,117.533390942,113.1,109.688442278,116.463445065,95.9,111.92,115.774381786,123.54,109.694167049,24274.7025563,98.0,2.0,4.0,9604.0,4,0.149757769027,0.0129294383426,0.0620829667497,0.553365809956,0.0269234265586,0.00586568508017,0.0484841756681,0.00386125709515,0.136729471524
27737,8434.0,9,1.5,22.0,3.0,36208.0,0.0,114.200719907,102.89,98.8028495736,115.183866006,103.44,142.820454424,117.57227769,122.773256186,100.596943158,34199.2473527,98.0,2.0,4.0,9604.0,7,0.0794192052295,0.0268219612831,0.0461223101524,0.237756828283,0.284942236064,0.0943973658243,0.0932324671227,0.10421347736,0.0330941486795
27746,8435.0,9,1.5,22.0,3.0,20767.0,0.0,115.900116755,107.310757882,102.13442843,117.333018724,95.9,124.858888889,118.24477842,121.2,108.096269492,16047.3102619,98.0,2.0,4.0,9604.0,2,0.245746708918,0.0437040172778,0.0750715994088,0.453263677076,0.040534274539,0.0111315799932,0.0473164209227,0.0,0.0832317218652
27755,8436.0,9,1.0,22.0,1.0,18130.0,0.0,117.224929721,143.61,93.9573790852,113.683550652,110.92,111.92,114.023795577,123.54,112.94694403,23264.8504466,98.0,2.0,4.0,9604.0,4,0.0697657741127,0.0,0.164114156073,0.535990202797,0.0,0.00500751453914,0.078904853425,0.00725195125791,0.138965547796
27764,8437.0,9,1.5,22.0,3.0,15036.0,0.0,112.899414162,102.89,103.086679114,122.712213741,117.61,110.747171248,115.33986822,121.2,115.235511965,19676.856477,98.0,2.0,4.0,9604.0,3,0.104386748661,0.0499398306462,0.0399754342074,0.333071541721,0.00857149989831,0.301643453977,0.055841863624,0.0,0.106569627266
27773,8438.0,9,1.0,22.0,1.0,19727.0,0.0,114.200246012,143.61,102.553507465,163.004648764,110.92,126.786442748,121.92875,116.373550134,110.908699639,38517.2219537,98.0,2.0,4.0,9604.0,8,0.0567383968635,0.0,0.179770064386,0.488266183745,0.0,0.0880493815197,0.0273479211088,0.0727415660521,0.0870864863235
27782,8439.0,9,2.7,22.0,4.0,34449.0,0.0,115.80326314,143.61,98.2610373702,119.178623524,106.222,111.92,111.39193524,128.96,104.860690275,15735.8630247,98.0,2.0,4.0,9604.0,2,0.153583855349,0.0,0.0498213980998,0.54915032005,0.0496213098949,0.00609334319498,0.0737360039898,0.0220611580366,0.0959326113838
27791,8440.0,9,1.5,22.0,3.0,24406.0,0.0,117.91706422,143.61,95.83,114.047555597,110.92,120.53,95.5756224918,121.2,114.596525729,19152.9778333,98.0,2.0,4.0,9604.0,3,0.0309013819191,0.0,0.064417777825,0.769981665515,0.0,0.0,0.0421151024845,0.0,0.0925840722575
27800,8441.0,9,1.5,22.0,2.0,29094.0,0.0,115.127395994,143.61,103.358901964,115.359106768,110.92,133.370569286,81.0476381214,121.2,105.562452545,29328.8690848,98.0,2.0,4.0,9604.0,6,0.0688782381764,0.0,0.19845703398,0.426473187895,0.0,0.147835116401,0.0722304005175,0.0,0.0861260230309
27809,8442.0,9,1.5,22.0,3.0,71954.0,0.0,114.709212022,143.61,97.6436350492,113.697557121,105.752507312,113.633913713,109.57544347,115.13,109.863867705,48262.3921322,98.0,2.0,4.0,9604.0,9,0.0837708508085,0.0,0.0656705851167,0.216765526639,0.0222457777691,0.471290158535,0.0622035671509,0.0292714803955,0.048782053585
27818,8443.0,9,2.4,22.0,4.0,36501.0,1.0,117.153961445,178.0,106.518874044,115.952514685,114.380781806,138.493259669,112.968124471,124.673176734,116.090771148,22233.2230727,98.0,2.0,4.0,9604.0,4,0.16554231628,0.059248643797,0.0991909939906,0.352490971802,0.034209485955,0.0439081240318,0.0543576340653,0.0628154505922,0.128236379485
27827,8444.0,9,2.4,22.0,4.0,32851.0,0.0,116.35106578,143.61,101.432257029,116.079611706,108.220310021,144.382721893,85.0731827026,119.854546629,112.669776379,27136.8477699,98.0,2.0,4.0,9604.0,5,0.121999543556,0.0,0.173084048583,0.337958098267,0.127083860517,0.0436655959108,0.0498657898484,0.018916446429,0.127426616889
27836,8445.0,9,2.8,22.0,4.0,53505.0,0.0,115.979846997,143.61,96.8351382696,113.865127557,100.357680312,132.973055623,115.283407109,118.469500286,114.000280792,30169.0935299,98.0,2.0,4.0,9604.0,6,0.117878721489,0.0,0.0973845107962,0.195391610473,0.0223847794962,0.250526112173,0.0723452790678,0.110717060298,0.133371926207
27845,8446.0,9,2.1,22.0,4.0,43625.0,0.0,115.949400205,108.94,110.430671595,125.046965708,95.9,129.055854101,108.936268906,117.863386787,108.458192649,37917.9044733,98.0,2.0,4.0,9604.0,8,0.135849075082,0.00218656794641,0.0780766756528,0.232379413719,0.00753094725762,0.0960042960569,0.172023208626,0.180119832539,0.0958299831195
27854,8447.0,9,1.5,22.0,3.0,40874.0,1.0,117.403080706,178.0,100.749514015,113.981379051,96.0514123004,139.701777467,115.754928335,117.496844993,108.353258346,53677.6492949,98.0,2.0,4.0,9604.0,10,0.194771896141,0.0278839517538,0.152985087873,0.138172992366,0.210244431033,0.0786501275719,0.0675289102187,0.0579759868057,0.0717866162368
27863,8448.0,9,1.5,22.0,3.0,27629.0,0.0,115.612569169,102.89,101.872108822,113.203707281,117.61,111.92,110.173709277,115.13,112.134622298,14029.4601231,98.0,2.0,4.0,9604.0,1,0.133926132985,0.0465280970261,0.0924817247565,0.266657341717,0.0347298111506,0.000307551437238,0.0937018276383,0.0569221469612,0.274745366328
27872,8449.0,9,1.3,22.0,2.0,18760.0,1.0,116.389388582,160.300006226,97.6444720669,111.937243219,95.9,111.92,117.935065963,122.408947368,110.149590082,22779.3972802,98.0,2.0,4.0,9604.0,4,0.177216996341,0.0928033951644,0.0631078368132,0.316624544287,0.0189847860099,0.00764948931034,0.0702152868896,0.0962211712051,0.15717649398
27881,8450.0,9,2.1,22.0,4.0,24415.0,0.0,116.922737207,143.61,98.400711175,114.365368421,103.44,124.850472223,116.69056731,124.838661029,107.044098748,20385.7626246,98.0,2.0,4.0,9604.0,3,0.155197701833,0.0,0.0891613793342,0.277548769259,0.00751831505492,0.131465338612,0.141188163232,0.0621367837286,0.135783548946
27890,8451.0,9,1.5,22.0,3.0,21449.0,0.0,116.18593769,112.767284769,99.1258109705,129.537885117,117.61,116.074593889,110.721855548,121.2,114.80224601,22493.2612704,98.0,2.0,4.0,9604.0,4,0.139156438313,0.0533150224257,0.0538025731895,0.425930068386,0.0216616209967,0.149745874589,0.0378219633453,0.0,0.118566438755
27899,8452.0,9,2.4,22.0,4.0,31716.0,0.0,116.224008654,143.61,104.677634676,117.293717489,95.4638073367,146.52,120.271194956,115.584651306,116.973898023,21790.7128969,98.0,2.0,4.0,9604.0,4,0.111853863668,0.0,0.120964217981,0.26665771002,0.218031028434,0.0128706546648,0.0297782767994,0.137914789195,0.101929459238
27908,8453.0,9,2.4,22.0,4.0,57126.0,0.0,117.014184183,143.61,99.1287794846,127.536057413,96.5316677666,122.358081449,110.109501731,116.202952499,108.845336254,50712.3214929,98.0,2.0,4.0,9604.0,10,0.0459932153183,0.0,0.0617862936015,0.206433953827,0.0595345299641,0.312622430345,0.133923786763,0.0924090602615,0.0872967299188
27917,8454.0,9,1.0,22.0,1.0,15143.0,0.0,117.586908569,143.61,104.563325013,114.981031025,95.9,139.828425304,113.523517083,123.540000001,109.554788578,26782.6155119,98.0,2.0,4.0,9604.0,5,0.101755035145,0.0,0.0979114361642,0.453391146033,0.00839125186386,0.133698416977,0.0428666539163,0.0387625721185,0.123223487781
27926,8455.0,9,1.0,22.0,1.0,9361.0,0.0,114.614592703,113.1,105.939962259,117.265717112,117.61,111.92,114.13027972,121.2,110.277482741,16493.7335259,98.0,2.0,4.0,9604.0,2,0.108177845422,0.00550033578037,0.0980392347371,0.638870586841,0.0132934259508,0.0023544108773,0.019026333323,0.0,0.11473782707
27935,8456.0,9,2.1,22.0,4.0,43620.0,0.0,115.617628619,110.314890689,97.8051870038,114.55698026,114.334774331,143.986955643,113.846898833,116.607947536,112.766590142,26281.4805219,98.0,2.0,4.0,9604.0,5,0.14908197825,0.0136648131805,0.0549395589321,0.35971700848,0.0281896724293,0.104058779208,0.0937390646429,0.124343158276,0.072265966602
27944,8457.0,9,1.5,22.0,3.0,51438.0,0.0,114.722826035,113.1,103.727306617,117.647510237,95.9,131.47,112.671476744,123.54,109.465716112,30169.3437865,98.0,2.0,4.0,9604.0,6,0.0691623321285,0.0182246154108,0.0649797668426,0.693963386247,0.0071122932598,0.00858112258935,0.0140218109506,0.0275720340694,0.0963826385017
27953,8458.0,9,1.5,22.0,3.0,45085.0,1.0,116.736843983,127.695998859,101.799588764,113.380345477,99.989105178,140.951031689,113.251616872,118.782508644,119.394153979,53779.8841693,98.0,2.0,4.0,9604.0,10,0.146831297709,0.106183574038,0.0389466136011,0.285377734429,0.12798924055,0.0239266252175,0.0644829488212,0.0302444494275,0.176017516207
27962,8459.0,9,2.1,22.0,4.0,41852.0,0.0,115.632304954,143.61,104.431706992,123.803942813,95.9,140.16905448,114.635185515,116.978351648,99.8161319214,25698.0473772,98.0,2.0,4.0,9604.0,5,0.12694416465,0.0,0.144043097114,0.370672680287,0.0122876774113,0.146441205276,0.041006381918,0.0853489865125,0.0732558068321
27971,8536.0,9,2.4,22.0,4.0,57116.0,0.0,114.917418677,107.410415418,103.640677958,114.910568779,117.485175603,110.951796967,116.809811811,115.13,100.659954796,38369.7364875,98.0,2.0,4.0,9604.0,8,0.118853930497,0.01820561497,0.0801969982081,0.255170978584,0.0218623778723,0.259613934045,0.0905156786784,0.0809473486149,0.0746331385305
27980,8537.0,9,1.0,22.0,1.0,16440.0,0.0,117.267822993,113.1,96.0142019687,115.569742687,105.979712233,115.784129794,114.600637448,121.2,117.347162226,31184.4979762,98.0,2.0,4.0,9604.0,7,0.0978485415003,0.00822796202183,0.0678114847738,0.493586916001,0.0908540483994,0.0140715168752,0.0784365203787,0.0,0.149163010051
27989,8538.0,9,1.8,22.0,4.0,40070.0,0.0,115.216316429,113.1,101.00811263,117.531936043,95.9,127.744043888,117.253233307,123.54,108.565949517,35317.1992885,98.0,2.0,4.0,9604.0,8,0.0626767774275,0.00219107789633,0.111952453911,0.558802380439,0.00243200923764,0.0523740090871,0.0570053719884,0.0460788555604,0.106487064453
27998,8539.0,9,1.0,22.0,1.0,27487.0,0.0,115.145674209,143.61,98.0524146463,117.846927101,117.61,110.8,105.008600509,118.710691104,100.340964525,25724.7929298,98.0,2.0,4.0,9604.0,5,0.0569092641743,0.0,0.0754826363882,0.464639908144,0.00327816386612,0.000805096742833,0.0502886479041,0.15228355311,0.196312729672
28007,8540.0,9,2.0,22.0,4.0,62221.0,0.0,116.391253532,107.541153159,101.66684862,116.943500437,95.9,133.368105976,107.307336555,119.384116978,98.6826144156,34441.0977946,98.0,2.0,4.0,9604.0,7,0.101721278951,0.043608880441,0.0778497190219,0.463389145732,0.00575608780421,0.0517689513518,0.139730037219,0.0493323254779,0.0668435740006
28016,8541.0,9,2.5,22.0,4.0,35951.0,1.0,116.093333825,178.0,97.7492820612,117.26318789,118.041666397,111.354820266,108.946917234,118.685447154,104.248371136,31913.4139977,98.0,2.0,4.0,9604.0,7,0.106169319538,0.0315858380908,0.0692343441354,0.306340454362,0.0884917921671,0.221182685625,0.0345385209359,0.0433506613888,0.0991063837581
28025,8542.0,9,1.0,22.0,1.0,18302.0,0.0,113.176800628,143.61,123.267663658,118.808167684,95.9,146.52,113.008287863,121.2,113.454323696,16236.9598455,98.0,2.0,4.0,9604.0,2,0.129257265496,0.0,0.0541489168907,0.652311726879,0.00416362533132,0.00528553321488,0.0399276005161,0.0,0.114905331671
28034,8543.0,9,1.0,22.0,1.0,16111.0,0.0,117.040540491,143.61,102.71,117.9,110.92,120.53,112.53,121.2,128.35,14269.9194562,98.0,2.0,4.0,9604.0,1,0.0253419731392,0.0,0.0,0.886994544904,0.0,0.0,0.0107957696307,0.0,0.0768677123241
28043,8544.0,9,2.0,22.0,4.0,28400.0,0.0,116.93124594,113.1,107.781696015,117.297952029,110.92,135.342857143,113.022387811,121.2,111.669908944,16709.2433142,98.0,2.0,4.0,9604.0,2,0.301794309405,0.00682787465526,0.0901406375252,0.405699489894,0.0,0.0488049352504,0.0273636959233,0.0,0.119369057349
28052,8545.0,9,1.0,22.0,1.0,24739.0,0.0,115.89,143.61,102.71,111.556650519,110.92,120.259259259,114.27,121.2,119.078796364,22884.9867656,98.0,2.0,4.0,9604.0,4,0.0,0.0,0.0,0.765346058469,0.0,0.167990900577,0.00527412065823,0.0,0.0613889202946
28061,8546.0,9,2.1,22.0,4.0,79632.0,0.0,115.567354557,113.1,99.1909798486,175.011100421,110.92,145.475686023,98.9455540361,120.456143339,115.682728276,46314.6581704,98.0,2.0,4.0,9604.0,9,0.0947117411364,0.00375930978224,0.0971742530608,0.392064828713,0.0,0.0194435060451,0.10595262587,0.114973293911,0.171920441482
28070,8547.0,9,1.6,22.0,2.0,21340.0,0.0,115.45989254,143.61,95.9802012026,112.921396469,118.036698247,130.327981706,111.033672806,116.026382056,101.93768721,26938.3009701,98.0,2.0,4.0,9604.0,5,0.0241873513257,0.0,0.166939491168,0.301306548813,0.184363123912,0.053992818691,0.0469947728526,0.0933235926261,0.128892300612
28079,8548.0,9,1.0,22.0,1.0,21803.0,0.0,116.13530681,102.89,109.63,121.200577223,110.92,131.04170818,115.021787709,124.86721519,106.881301915,19040.4377528,98.0,2.0,4.0,9604.0,3,0.101000492424,0.0413658488141,0.0078532892977,0.350882584147,0.0,0.288611391534,0.0515767708381,0.0388895393419,0.119820083605
28088,8549.0,9,2.3,22.0,4.0,15601.0,1.0,115.306123741,178.0,96.3549478368,116.310439024,95.8999999998,118.348003234,111.941964643,123.54,100.767522922,18877.6079316,98.0,2.0,4.0,9604.0,3,0.137284122149,0.00844224942453,0.106459231758,0.196842905375,0.0327458845767,0.256735541206,0.151657574744,0.0117869239413,0.0980455668249
28097,8550.0,9,2.5,22.0,2.0,31373.0,0.0,117.802618489,143.61,96.2993251534,118.339671932,110.92,143.983737916,114.468577878,121.2,116.813927269,10988.4346621,98.0,2.0,4.0,9604.0,1,0.208681846669,0.0,0.0313745153208,0.374701951164,0.0,0.219343021184,0.0884720179695,0.0,0.0774266476914
28106,8551.0,9,1.5,22.0,3.0,19498.0,0.0,116.869734233,143.61,93.24,114.858976982,117.61,120.53,122.78112676,121.2,117.039607025,17927.5341305,98.0,2.0,4.0,9604.0,2,0.121272189981,0.0,0.0508147503645,0.48494851172,0.17394133411,0.0,0.0289704054432,0.0,0.14005280838
28115,8552.0,9,1.5,22.0,2.0,13286.0,1.0,114.192367276,178.0,95.83,116.433376991,110.92,113.22285363,114.060974026,128.96,94.1798861972,20912.937454,98.0,2.0,4.0,9604.0,3,0.0142243125456,0.0657278166822,0.0144963081918,0.375450647824,0.0,0.276214461204,0.0215467839046,0.0134458682839,0.218893801365
28124,8553.0,9,1.0,22.0,1.0,12502.0,0.0,113.365118312,143.61,102.418694735,113.583367418,110.92,120.53,97.47,121.2,117.620788714,12707.0705789,98.0,2.0,4.0,9604.0,1,0.0780437557655,0.0,0.0381383167235,0.70588932106,0.0,0.0,0.0,0.0,0.177928606451
28133,8554.0,9,1.5,22.0,3.0,21546.0,0.0,116.06084708,143.61,96.1544120138,115.404754361,95.8999999998,130.741470799,53.3164353584,126.92945245,94.2533629457,24256.6442182,98.0,2.0,4.0,9604.0,4,0.113339014102,0.0,0.201269908881,0.285711748322,0.00384818419511,0.103472292556,0.140193189686,0.0178780492593,0.134287612999
28142,8555.0,9,1.0,22.0,1.0,6626.0,0.0,117.323151789,110.565747122,97.5054257266,115.637210983,103.44,105.39,108.636948775,123.54,108.092343953,45223.4397169,98.0,2.0,4.0,9604.0,9,0.302670016438,0.00881451984076,0.206382955485,0.255177981262,0.00854673814169,0.0228984649636,0.0841149590658,0.00802931791925,0.103365046881
28151,8556.0,9,1.0,22.0,1.0,10031.0,0.0,116.748007546,143.61,100.535610966,116.795901058,110.92,111.92,113.255212556,121.2,113.095233736,13825.7303803,98.0,2.0,4.0,9604.0,1,0.149099131516,0.0,0.0240112281172,0.680931596584,0.0,0.00215337530029,0.022326496493,0.0,0.12147817199
28160,8557.0,9,2.8,22.0,2.0,39347.0,1.0,113.3115229,146.761468572,96.3760142691,112.373613139,95.9,117.807144147,105.423463067,116.429568771,102.895319925,19483.951931,98.0,2.0,4.0,9604.0,3,0.202274790446,0.130758109089,0.263771355267,0.125634071923,0.00128814935297,0.0788451956299,0.0739105901074,0.0497217140481,0.0737960241377
28169,8558.0,9,1.3,22.0,2.0,9503.0,0.0,115.888048268,143.61,104.578870017,116.26120013,95.9000000001,139.716629214,97.47,121.2,109.929097195,16972.7055776,98.0,2.0,4.0,9604.0,2,0.11937806945,0.0,0.048404974243,0.582532014727,0.038920470028,0.020885051119,0.0,0.0,0.189879420434
28178,8624.0,9,1.0,22.0,1.0,10842.0,0.0,116.992604566,113.1,102.68624272,115.64483816,110.92,128.791203209,106.725410619,123.54,114.106485756,14187.4851702,98.0,2.0,4.0,9604.0,1,0.193786949785,0.0192479215595,0.0481458295605,0.344987516163,0.0,0.136491670022,0.0720960921698,0.0237837163438,0.161460304396
28187,8625.0,9,1.5,22.0,2.0,17161.0,0.0,115.717184493,143.61,103.506745992,114.840159363,95.9,109.150538271,41.0835642662,123.54,98.4120979006,17655.8792733,98.0,2.0,4.0,9604.0,2,0.105473127437,0.0,0.10546010357,0.592686553593,0.00955263516937,0.0637641744371,0.0454500179957,0.0119624112049,0.0656509765924
28196,8626.0,9,1.5,22.0,3.0,67135.0,0.0,116.309982145,113.1,102.992136284,132.45928552,95.9,142.423365831,115.195706852,118.173990688,118.75380768,36375.0244886,98.0,2.0,4.0,9604.0,8,0.126996419727,0.021203610566,0.131977189318,0.420289285961,0.00175164323218,0.079903871428,0.0814988562451,0.0177695566506,0.118609566871
28205,8627.0,9,1.0,22.0,1.0,40237.0,0.0,117.837724957,106.289727668,108.105106198,115.059897436,113.667506054,139.067029996,115.17309455,123.54,109.99740752,49477.2774363,98.0,2.0,4.0,9604.0,9,0.171082562035,0.0611845104513,0.0275821270653,0.369702203517,0.0234641890778,0.0364957392659,0.0532535638875,0.095274299932,0.161960804768
28214,8628.0,9,1.5,22.0,3.0,104359.0,0.0,116.391248081,113.1,98.1983774608,117.701764172,100.699400553,108.699967005,110.335041096,125.559875776,110.266769159,52286.1095906,98.0,2.0,4.0,9604.0,10,0.0717262719753,0.00286260540866,0.0134209146242,0.292577915108,0.0437744093009,0.344372345895,0.0306389987211,0.0153929164307,0.185233622535
28223,8629.0,9,1.5,22.0,5.0,73552.0,0.0,117.022224563,102.89,103.29504855,118.008148738,97.1478604651,111.92,114.485886389,123.54,117.22872727,52818.2307567,98.0,2.0,4.0,9604.0,10,0.120036994131,0.00552295186812,0.0553874425814,0.198121029183,0.523115250815,0.00083324946216,0.0272571280157,0.00558405293221,0.0641419010123
28232,8630.0,9,1.0,22.0,1.0,17322.0,0.0,115.23962191,107.986525142,96.7377782314,115.862934826,113.540845085,110.9301473,108.207426148,115.13,110.034053977,37824.0250542,98.0,2.0,4.0,9604.0,8,0.0758576194947,0.0245422681383,0.0697581123272,0.413502283054,0.197554868917,0.0209099715682,0.128085081946,0.0211132207577,0.0486765737972
