v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_23,vag_24,vag_25,vag_26,vag_27,vag_28,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
67,415,0,.0360724,.1005136,.863414,160.4695,117.1222,124.8879,128.5605,10904,16356,3,50,77,5,5,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.2444426,1.008809,1.012406,,,,,.2699474,.5657266,.2997895,-1.379906,-.1242127,.0631525,.4901707,-1.437919,.0311883,-.0817612,-.1686438,-.7931888
68,418,0,.0512239,.0078008,.9409753,172.8052,105.77,123.88,118.243,12391.91,26023,4,31,31,1,1,2,2,24,1,1,1,2,.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,.467929,1.113503,1.011383,,,,,.1875535,.1030219,.2160357,-.97454,-1.599943,.813633,18.19987,-18.52706,.028672,-.0750309,-.1548484,-.8101757
69,421,.0297251,.0880973,.2559856,.626192,172.8052,165.4335,126.1294,126.0495,52570.67,78856,3,12,61,5,5,0,0,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.52677,.6906288,1.003459,1.017105,-1.813752,.2501145,-.5071414,.544009,.1106876,-.3523383,.1244857,-.5734639,-.0487742,.0247237,-.4148991,-.5645093,.0429949,-.1130976,-.2326275,-.714375
70,425,.2049934,.0156436,.165509,.6138539,160.4695,105.77,120.6638,129.058,10654,15981,3,50,25,1,1,0,2,24,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.076384,-.7422333,1.00535,1.017449,-1.117935,.0383558,-.0726238,.075819,.6219094,2.599702,.6801924,-3.159571,-.0754326,.0383853,-.094986,-.8733164,.0438734,-.1148938,-.2370943,-.7093342
71,443,0,.0477334,.4093066,.54296,185.1409,121.753,124.8702,127.4709,17493,17493,1,71,79,5,0,0,0,24,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,.4290209,1.002163,1.019727,,,,,.2021428,.1854808,.2263651,-1.04301,-.0304959,.0154999,-.6340575,-.3531096,.0496598,-.1300943,-.2681706,-.6711221
72,449,0,.0682749,.0471666,.8845585,160.4695,105.77,123.88,122.7419,11717.33,17576,3,50,55,1,1,0,2,24,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.6008086,1.018772,1.012109,,,,,.1418151,-.1737413,.1603061,-.7291886,-.2646633,.1346261,2.175513,-3.064248,.0304673,-.0797771,-.1646706,-.7981285
73,453,.0516021,.0358568,.2969325,.6156085,160.4695,204.1744,127.0077,128.2533,19716.09,45347,4,41,52,1,1,2,2,24,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.303443,.2399006,1.002982,1.017399,-1.469937,.1410847,-.2923819,.3177916,.2749064,.5987465,.3064678,-1.420021,-.0420599,.0212849,-.4955868,-.4866201,.0436664,-.1152136,-.2366409,-.7092111
74,454,.0442919,.0138717,.0664622,.8753742,185.1409,105.77,124.6517,129.891,27394,41091,3,20,25,1,1,0,2,24,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.353524,-.9647813,1.013322,1.012236,-1.544568,.1771817,-.336887,.3507493,.6943251,3.061397,.7713419,-3.562283,-.1878,.0955771,1.253702,-2.174801,.0308099,-.0805807,-.1662883,-.7961769
75,459,.0796039,.0284624,.2232386,.6686952,185.1409,114.7636,127.1253,124.8944,17637.33,26456,3,70,58,5,1,0,1,24,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.196702,.0424277,1.003966,1.016018,-1.302875,.0971294,-.1892374,.1982805,.3377825,.9864808,.3846516,-1.751343,-.055909,.0284257,-.3290675,-.6474155,.0403427,-.1056049,-.2178303,-.7329254
76,461,.0053115,.0186585,.1658836,.8101464,160.4695,109.5725,123.3976,133.2914,29370,29370,1,41,54,1,0,0,1,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.947971,-.4607159,1.005338,1.013221,-5.554256,1.480791,-2.799717,2.925211,.5227389,2.017806,.5687371,-2.648566,-.0752671,.0382995,-.0970235,-.8713465,.0332313,-.0870537,-.1796341,-.7797646
77,476,0,.073067,.1822759,.744657,160.4695,218.6163,124.4337,124.4417,11916,17874,3,50,59,5,6,0,0,24,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.6269896,1.004858,1.014384,,,,,.1349073,-.2132799,.1510324,-.6996495,-.0685167,.0346457,-.1783052,-.7926813,.036099,-.0953301,-.1956557,-.759497
78,491,0,.0687959,.0251633,.9060408,185.1409,161.0685,122.8993,133.2689,12399,24798,2,60,43,1,0,2,1,24,0,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.6038314,1.035187,1.011822,,,,,.1417476,-.1726011,.1542888,-.7272667,-.4961792,.2516886,4.952667,-5.743363,.0297149,-.0781063,-.160623,-.8028075
79,493,.1664166,.0478048,.1548488,.6309298,176.9171,107.5345,124.8411,126.0094,14284.29,29997,4,50,42,1,1,2,2,24,1,2,0,3,.6666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.094091,.4298737,1.005718,1.016977,-1.14497,.0469055,-.090158,.094132,.2016741,.1800316,.2268233,-1.038403,-.0806071,.0410071,-.0327247,-.9333932,.0427407,-.1118459,-.2308036,-.7170678
80,499,.0432023,.021397,.1758342,.7595665,172.8052,124.5134,124.7353,127.7436,25660,53886,4,12,40,1,1,2,2,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.362441,-.2737642,1.005036,1.014102,-1.559215,.1781595,-.3469778,.3655931,.453336,1.645265,.5056617,-2.330499,-.0709978,.036078,-.1481622,-.8219535,.0354718,-.0930023,-.1917036,-.7648675
81,501,.0711657,.076084,.0704965,.7822537,185.1409,166.036,122.254,131.4655,14944,29888,2,20,53,1,0,2,1,24,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.220026,.6417809,1.01256,1.013693,-1.339886,.1049916,-.2092822,.2241508,.1281502,-.2509256,.1399982,-.6590037,-.1771076,.0898061,1.124752,-2.05001,.0344178,-.0905019,-.1860593,-.7715493
82,502,.1257375,.0093239,.1736725,.6912661,160.4695,105.77,125.6586,130.6766,24616.67,51695,4,60,34,1,1,2,2,24,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.124531,-1.923101,1.005098,1.015495,-1.192253,.0626093,-.1189346,.124047,1.042958,5.037744,1.153754,-5.311356,-.0718861,.0365842,-.1375479,-.8322484,.0389627,-.1020178,-.2106095,-.7418303
83,506,0,.0263734,.1704319,.8031946,172.8052,105.77,124.6789,128.9915,10048,20096,4,50,48,1,1,1,3,24,0,0,1,0,.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,-.0334183,1.005195,1.013336,,,,,.366663,1.136085,.4076571,-1.876987,-.0732425,.0372721,-.1211482,-.8480765,.0335597,-.0878209,-.1812571,-.7778172
84,508,.0537912,.0475846,.1344781,.7641461,160.4695,170.4657,125.5473,119.3118,23016.67,48335,4,50,25,1,1,2,2,24,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.291093,.4272353,1.006584,1.014017,-1.449835,.1367978,-.2826692,.3046134,.2052313,.2018556,.2352376,-1.06956,-.0928476,.0470308,.1137131,-1.07448,.0352254,-.0927479,-.190747,-.7657475
85,511,0,.0940657,.1496731,.7562612,172.8052,234.1356,127.6007,127.1041,11779,11779,1,70,78,5,0,0,0,24,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.7102583,1.005916,1.014163,,,,,.1045336,-.3880059,.117386,-.544172,-.0834362,.0421741,.0006803,-.9653339,.0355577,-.0939112,-.192657,-.7631527
86,523,0,.0542185,.1122719,.8335096,172.8052,143.8773,120.5903,137.0477,7562,7562,1,71,46,7,0,0,0,24,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.4973159,1.007886,1.012851,,,,,.1806981,.0453762,.1923891,-.9157794,-.111221,.0564809,.3342149,-1.287361,.0322792,-.0847885,-.1745137,-.7858275
87,525,0,.0423045,.0804315,.877264,160.4695,105.77,126.8235,131.8481,25214,37821,3,70,66,5,5,0,0,24,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.3557485,1.011008,1.01221,,,,,.2299519,.3303532,.2543514,-1.170405,-.1552221,.0790009,.8622568,-1.797044,.0307002,-.080381,-.1659572,-.7965717
88,530,0,.080015,.0980557,.8219293,172.8052,161.3092,121.57,114.1963,10698,10698,1,71,32,1,0,0,1,24,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.6593792,1.00903,1.013032,,,,,.1210285,-.285114,.1399644,-.6352581,-.1273085,.0644962,.5273955,-1.473613,.0327881,-.0862331,-.1773398,-.7822468
89,531,0,.0218059,.1284972,.8496968,160.4695,105.77,124.2746,136.7817,24519.33,36779,2,60,55,1,0,1,1,24,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,-.2498789,1.006891,1.012606,,,,,.4476942,1.577566,.4830439,-2.258425,-.0971683,.0494685,.1657176,-1.124908,.0316804,-.0829547,-.1712364,-.790095
90,532,.0786039,.0263144,.0095285,.8855532,160.4695,111.5287,125.2567,127.4739,18240.95,38306,4,50,32,1,1,2,2,24,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.199205,-.035735,1.092923,1.012095,-1.307496,.0992243,-.1909349,.2000014,.3693452,1.144162,.4123573,-1.89013,-1.310218,.6663711,14.71923,-15.1683,.0304168,-.0796918,-.164444,-.7983764
91,533,0,.0855733,.1577069,.7567198,160.4695,203.8629,124.0407,128.2006,13170,13170,1,71,64,5,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.6815038,1.005614,1.014155,,,,,.115277,-.3301604,.1273029,-.5939233,-.0791924,.0400767,-.050265,-.9162337,.0355198,-.0937259,-.1924632,-.7634853
92,553,.055507,.0110611,.1424733,.7909586,160.4695,105.77,124.0166,126.1977,35728.8,89322,4,33,52,1,7,2,2,24,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.282095,-1.464018,1.006215,1.013542,-1.435278,.1411593,-.2702761,.2822997,.8772019,4.095318,.9800572,-4.488559,-.0876229,.0445808,.0512954,-1.014468,.0340626,-.0891915,-.1841055,-.7743075
93,554,0,.1288913,.1428636,.728245,172.8052,167.8751,126.9227,125.3908,21972,21972,1,10,76,5,0,0,0,24,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7885447,1.006198,1.014708,,,,,.0756341,-.5570651,.085464,-.3925777,-.0873939,.0442928,.0483831,-1.01148,.0369712,-.0972665,-.2000544,-.7543584
94,557,.0999183,.0311764,.1486766,.7202287,160.4695,107.9041,122.8081,128.1351,13878,20817,3,70,58,1,5,0,1,24,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.156711,.1257899,1.005955,1.014872,-1.241918,.0784213,-.1495913,.1563777,.3118416,.8077483,.3446267,-1.590007,-.0839712,.0427209,.007453,-.972158,.0373972,-.0979501,-.202133,-.7521859
95,560,0,.0566628,.2269057,.7164315,160.4695,118.9294,121.7607,125.6737,13093.33,27496,4,50,40,1,1,2,2,24,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,.5190007,1.003902,1.014951,,,,,.1717663,-.0021381,.1906404,-.8792692,-.0550224,.0279661,-.3398899,-.6369559,.0375896,-.0985694,-.2032361,-.7507347
96,563,.1088703,.036908,.1318652,.7223564,176.9171,219.2349,125.4488,124.9225,26701.5,53403,4,50,56,1,1,1,2,24,1,2,0,3,.6666667,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.143825,.2615495,1.006715,1.014828,-1.222415,.0659321,-.1387514,.1514095,.265411,.5580325,.2986062,-1.383599,-.0946948,.0478853,.1358235,-1.095729,.0372469,-.0982844,-.2016881,-.7521024
97,569,0,.0545801,.1819915,.7634284,160.4695,160.0938,124.2123,119.3603,19237.78,34628,4,20,32,1,1,1,2,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,.5006467,1.004865,1.01403,,,,,.1787357,.046029,.2040576,-.929469,-.0686056,.0347696,-.177039,-.7939901,.0352639,-.0927849,-.1908974,-.7656118
98,572,0,.1315221,.0223496,.8461283,160.4695,228.4337,123.88,119.1394,8024,12036,2,50,37,1,0,1,1,24,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.7927743,1.039617,1.012659,,,,,.0747878,-.5618067,.0851237,-.3908791,-.5587686,.2823421,5.701232,-6.464422,.0317797,-.0839669,-.1722663,-.7882054
99,586,0,.0664077,.0503979,.8831944,160.4695,111.9554,123.88,122.9624,10556,10556,1,50,21,1,0,0,1,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.5895845,1.017569,1.012128,,,,,.1460185,-.149269,.1648563,-.7511904,-.2477036,.1259413,1.971912,-2.867718,.030508,-.079937,-.1649262,-.7977724
100,599,.0780014,.0530755,.1190824,.7498407,160.4695,105.77,125.0566,126.9736,17786,26679,3,50,79,5,5,0,0,24,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.200743,.4864903,1.007435,1.014284,-1.309764,.1005268,-.1924071,.2009005,.1828449,.0616881,.2044374,-.9354607,-.1048348,.0533404,.2577943,-1.213735,.0359295,-.0940769,-.1942063,-.7619308
101,601,.1210569,.0554844,.0277034,.7957553,160.4695,177.3973,124.5838,124.8927,12886.5,25773,4,50,46,1,1,1,2,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.129346,.5087854,1.031961,1.01346,-1.200101,.0609213,-.1246359,.1344691,.1768385,.0302205,.1980715,-.9139159,-.4507557,.2283307,4.406434,-5.21597,.0338035,-.0890496,-.1830695,-.7751446
102,625,.0502494,.0516877,.2839229,.61414,172.8052,195.8165,126.0163,125.4133,29665.33,44498,3,50,68,5,5,0,0,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.311611,.4727033,1.003119,1.017441,-1.481776,.1449362,-.3005198,.3257491,.1893364,.1089926,.2130557,-.9840879,-.043979,.0222607,-.4724767,-.5089235,.0438162,-.115486,-.2372217,-.7085492
103,627,0,.0262927,.2996494,.6740578,160.4695,105.77,127.3849,131.0982,11410,11410,1,71,61,5,0,0,0,24,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,-.0365894,1.002955,1.01589,,,,,.3697693,1.140959,.4107842,-1.884923,-.0416639,.0212041,-.5001398,-.4823552,.0399587,-.10462,-.2160113,-.7352178
104,628,0,.048228,.2125706,.7392014,160.4695,158.1333,127.5447,127.809,7000.477,14701,4,41,37,4,6,2,0,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.4348769,1.004165,1.01449,,,,,.2030935,.1807992,.2275723,-1.046342,-.0587425,.02979,-.2954004,-.6798124,.0363987,-.0957489,-.1970678,-.758072
105,629,.1585917,.0445814,.1410214,.6558054,160.4695,190.4443,124.922,123.2026,12202.4,30506,4,50,55,1,1,2,4,24,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.098733,.3886517,1.006279,1.016333,-1.15276,.0460185,-.095416,.1034247,.2202017,.285174,.2482365,-1.142264,-.0885513,.0448244,.0620666,-1.024618,.0410141,-.108133,-.2221828,-.727031
106,631,0,.0824511,.1214309,.7961181,160.4695,145.8167,126.692,124.3925,12468,18702,3,50,63,5,6,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.6694432,1.007292,1.013454,,,,,.118352,-.3101869,.1338986,-.6115069,-.1028217,.052168,.2334181,-1.190056,.0338145,-.0888681,-.1830108,-.7753897
107,648,.0505458,.0347789,.2179172,.6967581,172.8052,142.8012,124.1675,119.687,14527.14,30507,4,50,46,1,6,2,1,24,1,1,0,2,.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.309784,.2163422,1.004063,1.015373,-1.47779,.1485174,-.2995302,.3190192,.27845,.636954,.3185924,-1.450339,-.0572847,.0290615,-.3127035,-.6631364,.0386783,-.1015724,-.2091315,-.7433472
108,650,0,.0236847,.1472731,.8290422,172.8052,125.5608,125.1393,121.4974,28288.33,50919,4,12,44,1,1,1,2,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,-.150734,1.006012,1.01292,,,,,.4079999,1.39437,.46574,-2.117376,-.0847585,.0430506,.0169902,-.9812945,.0325166,-.0852602,-.1757385,-.7844377
109,658,0,.0585185,.067508,.8739735,185.1409,161.1579,118.7885,126.3696,11569,11569,1,50,52,1,0,0,1,24,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.5342536,1.013116,1.012256,,,,,.1661618,-.0256373,.182574,-.857352,-.1849352,.0937694,1.218798,-2.140748,.0308178,-.0810156,-.1665477,-.7955102
110,659,0,.0961932,.3038484,.5999584,172.8052,154.0817,124.5124,125.1717,19211.33,28817,3,44,82,5,5,0,0,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7166665,1.002914,1.017853,,,,,.1011939,-.4078476,.1136168,-.5236295,-.0410894,.0208395,-.5070613,-.4756027,.0448861,-.1179799,-.2427746,-.7019846
111,663,0,.0203383,.1773168,.8023449,160.4695,226.7332,121.0957,125.7019,27862.08,66869,4,10,40,1,1,3,2,24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,-.3400725,1.004993,1.01335,,,,,.4859003,1.827887,.5355033,-2.509218,-.0704375,.0356089,-.1552981,-.8148667,.0334913,-.0884912,-.1815176,-.7768322
112,665,.0665854,.0236771,.3532251,.5565125,160.4695,112.4774,124.5529,124.7735,19681.5,39363,4,71,58,1,4,1,3,24,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.235161,-.1511042,1.002507,1.019247,-1.362893,.1166789,-.2259366,.2369897,.409972,1.385226,.460925,-2.105018,-.0353431,.017971,-.5759669,-.4091678,.0484095,-.1268472,-.2617164,-.6790927
113,676,.0865065,.0569316,.2088109,.6477511,160.4695,110.1192,122.4207,125.6197,16230,16230,1,70,68,5,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.181007,.5212719,1.00424,1.016536,-1.279365,.0901278,-.1732378,.1814677,.1706081,-.0088598,.1899227,-.8729429,-.0597874,.0304073,-.2826885,-.6921717,.0415871,-.1089511,-.2247913,-.7243804
114,679,.1499065,.0333031,.2297772,.5870132,168.6933,110.5202,125.0022,120.1069,17641,35282,4,60,52,1,1,1,3,24,2,1,0,3,.3333333,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.104454,.1816149,1.003853,1.018247,-1.160938,.0516023,-.1009089,.105791,.289501,.6975468,.3320268,-1.50069,-.0543219,.0276177,-.3481753,-.6289739,.0459381,-.1202955,-.2482143,-.6956751
115,686,.2077622,.0209136,.1153936,.6559306,160.4695,130.8085,127.5903,122.3626,14918.5,29837,2,71,46,1,0,2,1,24,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.075366,-.3032056,1.007673,1.01633,-1.116336,.0366492,-.0729665,.0772865,.4647062,1.713281,.5314512,-2.406233,-.1081901,.0549343,.2979278,-1.252345,.0410651,-.1077827,-.2221691,-.7274429
116,692,0,.0935637,.0686052,.8378312,185.1409,203.7904,123.5058,129.1982,16267,16267,1,41,62,5,0,0,0,24,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,.7087036,1.012906,1.012784,,,,,.1045339,-.3871877,.1153986,-.5414484,-.1820046,.0921188,1.18326,-2.106281,.0321205,-.08466,-.1737853,-.7864595
117,697,.0706641,.0930727,.2144651,.6217981,185.1409,147.8034,123.3249,139.7131,17255.33,25883,2,70,73,5,0,1,0,24,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.221587,.7071669,1.004128,1.017226,-1.342428,.1080981,-.208953,.2216956,.1049304,-.3907754,.1120462,-.5333682,-.0582192,.029564,-.3015418,-.6739315,.0432893,-.1136724,-.233931,-.7129118
118,706,.0120265,.0159565,.002423,.969594,172.8052,105.77,121.7872,132.2927,67684,67684,1,12,31,1,0,0,1,24,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.301983,-.7080659,1.365418,1.011047,-3.008707,.6551574,-1.233858,1.285424,.6077158,2.527303,.6615691,-3.088522,-5.152131,2.622364,60.81974,-59.65538,.0277893,-.0727281,-.1500712,-.8160371
119,715,.0576656,.0304015,.1829363,.7289966,185.1409,149.5947,124.0912,120.4444,18009,36018,4,31,51,1,1,1,2,24,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.271536,.1035051,1.00484,1.014693,-1.418516,.1294454,-.262124,.2796585,.3176081,.8750815,.3630664,-1.659261,-.0682336,.0346055,-.1812719,-.7899401,.0369832,-.0971203,-.1998601,-.7546957
120,720,0,.0520458,.1564977,.7914565,160.4695,105.77,128.6003,129.8459,16652,24978,2,50,39,1,0,1,1,24,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,.4763312,1.005658,1.013533,,,,,.1866018,.0819636,.2089904,-.953887,-.0797726,.0405957,-.0429232,-.9235576,.0340367,-.0891114,-.1840078,-.7744508
121,722,.0395783,.0266393,.161491,.7722914,160.4695,121.7129,121.8415,124.8546,20213.08,52554,4,50,41,1,1,3,2,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.395627,-.0231048,1.005483,1.013869,-1.610897,.1946413,-.3789656,.3995941,.3653602,1.124277,.4067152,-1.873248,-.0773102,.0392847,-.0725076,-.8949496,.0348706,-.091464,-.1885525,-.7687233
122,731,.0730254,.0105123,.3686664,.5477959,160.4695,118.1733,126.1076,126.9738,19025.33,28538,3,70,71,5,5,0,0,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.214422,-1.592654,1.002402,1.019553,-1.331048,.1060483,-.2059385,.2165163,.9253069,4.37641,1.03727,-4.746331,-.0338645,.0172145,-.5937263,-.3920254,.0491653,-.1288967,-.2658742,-.6739475
123,734,.1246256,.0249571,.0684023,.7820149,160.4695,115.1767,123.1331,125.9491,16695.33,25043,3,50,30,1,1,0,2,24,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.125642,-.0920655,1.012944,1.013697,-1.193963,.0622664,-.1203476,.1264016,.3895993,1.263526,.4340995,-1.99516,-.182517,.0927937,1.189716,-2.112937,.0344419,-.0902774,-.1862077,-.7716535
124,740,.0421059,.0530699,.1957029,.7091213,160.4695,165.1659,126.3974,122.5744,33138.67,49708,3,20,63,5,6,0,0,24,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.371878,.4864368,1.004524,1.015105,-1.574821,.1761008,-.3599742,.3868157,.1842196,.0757822,.209346,-.9557846,-.0638024,.0323337,-.2346932,-.7383623,.0379528,-.0998903,-.2055018,-.7476654
125,748,.1474711,.1030366,.1201268,.6293654,185.1409,160.8546,121.7671,113.2266,20187,20187,1,60,44,1,0,0,1,24,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.106179,.7354847,1.007371,1.017019,-1.163562,.0497426,-.1031905,.1108309,.0934864,-.4445695,.108849,-.4932506,-.1039039,.0526386,.2467602,-1.202866,.0428523,-.112635,-.2316097,-.7156264
126,749,.1480682,.0787213,.1555599,.6176505,172.8052,182.7005,122.604,124.1839,16996.67,25495,3,50,76,5,5,0,0,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.10575,.6537817,1.005692,1.017342,-1.163445,.0495381,-.1016543,.1098107,.1241397,-.2729962,.138803,-.6437282,-.0802661,.0406485,-.0371638,-.9289104,.043576,-.114772,-.235819,-.7103267
127,752,0,.0477667,.0889884,.8632449,185.1409,165.8623,124.5984,124.4567,8709,8709,1,70,61,4,0,0,0,24,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.429419,1.00995,1.012408,,,,,.2031229,.1953754,.2291113,-1.057029,-.140287,.0711054,.68312,-1.623888,.0312104,-.0820593,-.1687359,-.7928231
128,758,0,.0188383,.1197224,.8614393,160.4695,105.77,127.5136,129.4789,12103,12103,1,43,31,1,0,0,1,24,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,-.4467735,1.007396,1.012434,,,,,.5155772,1.989419,.5761397,-2.634363,-.1042766,.0530645,.2510701,-1.207254,.0312712,-.0818739,-.1690484,-.7927829
129,762,.1193338,.0615644,.2426312,.5764706,160.4695,114.4974,123.4941,123.9887,13175,23715,4,31,34,1,1,1,2,24,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.131214,.5572968,1.003649,1.01858,-1.202496,.0649237,-.1260333,.1323918,.1577076,-.0820578,.1771527,-.8100994,-.0514531,.0261574,-.3826872,-.5956663,.046732,-.1224811,-.2526506,-.6901807
130,779,.1145025,.0112747,.1620705,.7121523,172.8052,110.1552,124.2122,128.469,16807.5,33615,4,71,53,1,5,1,1,24,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.136751,-1.417332,1.005463,1.01504,-1.210882,.0682065,-.1306118,.1365372,.8583513,4.002717,.9542548,-4.397991,-.0770227,.0391813,-.0758086,-.8918131,.0378458,-.0990858,-.2044335,-.7493669
131,793,0,.0343171,.0723519,.8933311,172.8052,116.93,123.0732,133.0878,6244.286,17484,2,71,50,1,0,4,2,24,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,.2057963,1.012238,1.01199,,,,,.2832666,.6442311,.3086861,-1.44198,-.1725528,.0877579,1.070293,-1.997736,.0301512,-.0789992,-.1628989,-.8002432
132,795,.1176827,.0736391,.1171001,.6915781,160.4695,218.2199,122.4097,124.2919,42912,42912,1,43,66,5,0,0,0,24,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.133055,.6298872,1.007561,1.015488,-1.206081,.0611116,-.1281265,.1400409,.1339169,-.219436,.149009,-.6933772,-.1066531,.0539298,.2790527,-1.233891,.0388673,-.1026449,-.2106368,-.7410734
