v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,year,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16,elas_exp_1,elas_exp_2,elas_exp_3,elas_exp_4,elas_price_1_1,elas_price_1_2,elas_price_1_3,elas_price_1_4,elas_price_2_1,elas_price_2_2,elas_price_2_3,elas_price_2_4,elas_price_3_1,elas_price_3_2,elas_price_3_3,elas_price_3_4,elas_price_4_1,elas_price_4_2,elas_price_4_3,elas_price_4_4
26,26,,.0409357,.0560429,.9030215,121.2907,92.9,104.2717,101.0686,4104,4104,1,20,32,1,0,0,1,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.7058054,-2.557045,1.230496,,,,,-.0643906,1.914366,-.6783043,-1.877614,.0762849,-.5583427,8.171286,-5.131328,-.0347556,-.0943374,-.5387055,-.5627348
27,27,.0392656,.0087834,.0543452,.8976059,101.9554,97.14526,103.8756,101.3967,68083.34,102125,3,12,66,5,1,0,1,9,1,0,0,1,0,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.528277,.5727093,-4.140579,1.292306,-.2543289,-.0529092,.2585676,-1.479657,-.3351657,12.63279,-2.606091,-10.26439,.101098,-.6203901,7.580297,-2.920217,-.0354605,-.0935253,-.5053,-.6580291
28,28,,.0212672,.3621326,.6166002,121.2907,101.8438,102.5181,101.36,6771,6771,1,60,25,1,0,0,1,9,0,0,0,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.5300663,.3533313,1.383822,,,,,-.1267326,4.619145,-1.269716,-3.752866,.0143197,-.083569,.3654033,-.6494336,-.0520913,-.1403277,-.7618311,-.4295936
29,30,.0123238,.0166133,.0967295,.8743333,140.626,92.9,102.9889,102.0097,16946.54,44061,4,41,41,1,1,3,2,9,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.154576,.7730662,-1.517374,1.266541,1.382785,-.1870713,.4657573,-3.817167,-.1722561,6.203596,-1.433385,-5.371582,.0681237,-.346864,4.06091,-2.263975,-.0378492,-.0958654,-.5392292,-.5936616
30,31,,.0177082,.2410672,.7412246,121.2907,92.9,103.3296,101.9041,12706,12706,1,71,73,5,0,0,0,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.4522502,.116625,1.284336,,,,,-.1527281,5.74261,-1.514658,-4.527739,.0191543,-.132752,1.098878,-1.101741,-.0423772,-.1146409,-.6524382,-.4749176
31,32,,.049033,.1227592,.8282079,140.626,92.9,102.4455,101.4219,11001.67,19803,4,41,57,1,6,1,1,9,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.8264375,-.7623031,1.258857,,,,,-.0550373,1.436234,-.5358111,-1.672012,.0463153,-.2615753,3.104658,-2.126451,-.039219,-.1024528,-.5811868,-.5360662
32,33,,.0182362,.1344295,.8473343,121.2907,92.9,103.429,101.2815,20070,20070,1,10,36,1,0,0,1,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.6903178,-.8802009,1.289568,,,,,-.1551903,5.558694,-1.341297,-4.752793,.0437858,-.2517087,2.603925,-1.51549,-.0383622,-.0984407,-.5493054,-.6034951
33,34,.0300178,.1489994,.2054686,.6155142,140.626,98.49708,102.9133,101.6809,10094,10094,1,71,90,5,0,0,0,9,0,1,0,1,1,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.3712,.9140857,.0243492,1.328383,-.0191396,-.0838751,.1500309,-1.418573,-.0173087,-.1989682,-.1888658,-.5089917,.025713,-.1466704,1.479204,-1.382296,-.0522287,-.1408568,-.789196,-.3461722
34,35,.027793,.0372406,.4481929,.4867734,140.626,92.9,103.2769,101.5446,19405.33,29108,3,71,74,5,5,0,0,9,0,1,1,1,1,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.514609,.7699187,.4974604,1.45093,.0566887,-.0831547,.20009,-1.688744,-.0723823,2.20751,-.7060471,-2.199256,.0133005,-.0726988,.116943,-.554823,-.0670419,-.173706,-.9858251,-.2244754
35,36,.058224,.010346,.1286872,.8027428,121.2907,92.9,103.0586,101.7604,21632.38,45428,4,41,29,1,1,2,2,9,1,1,1,2,.5,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.258896,.751146,-1.04629,1.312469,-.4954055,-.038685,.1171369,-.8420594,-.2830396,10.57442,-2.198187,-8.844783,.0484622,-.2676858,2.700155,-1.434338,-.0407199,-.1034569,-.5733344,-.5949917
36,37,.0255518,.0084183,.1471048,.818925,140.626,92.9,103.322,102.1196,20590,37062,4,12,38,1,1,1,2,9,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.517461,.4822167,-.7144836,1.297153,.150226,-.0915475,.2155019,-1.792187,-.3383255,13.21362,-2.839892,-10.51874,.0470547,-.2316238,2.288973,-1.389374,-.0408635,-.1016488,-.5683343,-.5863755
37,38,.0805096,.0377516,.0705782,.8111606,140.626,92.9248,103.0636,101.6452,23398.57,49137,4,31,33,1,1,2,2,9,0,1,0,1,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.192158,.9008452,-2.794984,1.31574,-.6361215,-.0275822,.0882729,-.6169015,-.0762939,2.170719,-.6161953,-2.379325,.1073672,-.4929072,5.708553,-2.526888,-.041907,-.1019411,-.5637872,-.608175
38,39,,.045876,.2650211,.6891029,101.9554,92.9,103.8083,102.0873,22146.67,33220,3,70,80,5,5,0,0,9,1,0,1,1,0,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,.8252565,.1383993,1.320344,,,,,-.0608593,1.604369,-.5670934,-1.801734,.0144883,-.1231932,.883576,-.9131808,-.0442965,-.12273,-.6956488,-.4576931
39,40,,.1844348,.2765905,.5389747,121.2907,92.9,102.9691,101.3042,8095,8095,1,71,54,7,0,0,0,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,.9395338,.2565729,1.386997,,,,,-.0144359,-.3529385,-.1490268,-.4231578,.0160956,-.1140578,.8420882,-1.000556,-.0582418,-.1580703,-.8992652,-.2714711
40,41,.0307712,.0588544,.2053893,.704985,140.626,99.81103,102.5856,102.0254,16947.04,45757,4,12,41,1,6,4,1,9,0,1,0,1,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.528293,.9181243,-.2082706,1.335792,-.0478887,-.0763336,.2230812,-1.627478,-.0480834,1.033309,-.4134784,-1.489987,.0326735,-.1540015,1.36606,-1.03618,-.0470627,-.1215487,-.664543,-.5026956
41,42,.0653844,.0141126,.1580265,.7624765,140.626,132.3786,103.3369,101.4279,7640.435,17573,4,50,49,1,1,2,2,9,0,1,0,1,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.125007,.3229412,-.3548415,1.282609,-.5476564,-.0450061,.0410243,-.5739071,-.1896447,7.489754,-1.896685,-5.728052,.0341881,-.1453722,2.189346,-1.722038,-.0423652,-.1231471,-.629418,-.4878666
42,43,.0244879,.0305444,.1516965,.7932712,121.2907,95.32858,102.9335,101.5887,16775.6,41939,4,50,45,1,1,2,2,9,1,1,0,2,.5,2000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1.534714,.8032284,-.6173844,1.300361,.203084,-.0983812,.2103553,-1.849982,-.0920914,2.915437,-.816068,-2.81062,.0367227,-.2154391,2.223627,-1.427331,-.0406152,-.106526,-.5915226,-.5617236
43,44,.0929382,.0500328,.2635281,.5935009,101.9554,92.9,102.9747,101.1608,11847.78,21326,4,50,49,1,1,1,2,9,1,0,1,1,0,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.100618,.8397071,.1612919,1.370162,-.6812599,-.0275051,.0332078,-.4250998,-.0557655,1.388158,-.5198546,-1.652294,.0141204,-.121729,.9083081,-.961913,-.0514812,-.142967,-.8087085,-.3670304
44,45,.0144361,.0216541,.298286,.6656238,140.626,97.1807,103.3506,100.3836,17211.15,44749,4,50,39,1,1,3,2,9,0,1,0,1,1,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.007733,.7847757,.1552472,1.363705,1.03272,-.1651652,.4079912,-3.28418,-.1309153,4.526402,-1.113626,-4.067043,.02338,-.1081498,.6330789,-.7033054,-.0503041,-.127738,-.7044516,-.481291
45,46,,.0410631,.2323067,.7266302,121.2907,92.9,104.18,101.7037,17683.85,45978,4,10,42,1,1,3,2,9,1,1,1,2,.5,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,.913208,-.0546182,1.321957,,,,,-.0702549,1.914716,-.5762602,-2.181536,.0240117,-.1442411,1.113094,-.9380555,-.0441874,-.1154443,-.6510139,-.5113542
46,47,.0697072,.048576,.1091814,.7725353,140.626,92.9,103.4097,101.5212,18596.3,50210,4,12,40,1,6,4,1,9,0,2,1,2,1,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.233441,.9181436,-1.225593,1.298623,-.5797486,-.0317793,.0955944,-.7177125,-.0587675,1.463505,-.492179,-1.830901,.0604755,-.3062492,3.498893,-2.026772,-.0427717,-.1087525,-.6135009,-.5336738
47,48,.0668009,.0395812,.136662,.7569559,140.626,93.5411,103.376,102.0579,19103.85,49670,4,42,42,1,6,3,1,9,0,2,0,2,1,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.227367,.8465934,-.8044589,1.313736,-.5609105,-.0339512,.0931877,-.7258942,-.0704008,2.020953,-.6300892,-2.167286,.0489898,-.2454384,2.572801,-1.571326,-.0439128,-.1106577,-.6203152,-.5389233
48,49,.0187804,.0097532,.1527997,.8186668,140.626,92.9,103.0666,101.8731,13200.83,31682,4,71,38,1,6,3,1,9,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.723086,.4583865,-.5441676,1.278075,.5649698,-.1245829,.2823942,-2.446607,-.2879143,11.26303,-2.525384,-8.909079,.0413567,-.2169951,2.234114,-1.513785,-.0401897,-.1027365,-.5800219,-.5551964
49,50,.0717616,.0279126,.2531937,.6471321,140.626,96.84851,105.1559,101.3844,20874.67,31312,3,41,74,5,6,0,0,9,0,1,0,1,1,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.208307,.6808466,.0720474,1.353733,-.5910518,-.0327537,.0801125,-.6648072,-.0962449,3.280387,-.9437903,-2.921534,.0247666,-.1261161,.9675831,-.9379656,-.0508877,-.1316494,-.7380022,-.4332806
50,51,.0168201,.0104311,.0875234,.8852254,140.626,92.9,102.7636,101.271,24542,61355,4,70,44,1,1,2,2,9,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.921178,.7011373,-1.910397,1.273773,.7423394,-.1336371,.3944163,-2.925129,-.2772531,10.47675,-2.230929,-8.670614,.0809995,-.3878698,4.517352,-2.299163,-.0378477,-.0943484,-.5267141,-.6149276
51,52,.1191127,.014971,.0708666,.7950497,140.626,92.9,102.7881,101.2001,12201.33,18302,5,50,38,1,0,0,2,9,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.074587,.5106271,-2.293467,1.291603,-.7519409,-.0215438,.0246444,-.3258647,-.18288,6.982932,-1.712233,-5.599081,.0884564,-.463991,5.998003,-3.327858,-.0416045,-.1057358,-.5952156,-.5491193
52,53,,.054997,.0692618,.8757412,121.2907,92.9,103.3453,101.4483,11637,11637,1,42,31,1,0,0,1,9,0,0,1,0,.5,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,.8630557,-2.436744,1.26917,,,,,-.0503056,1.172971,-.4664926,-1.519316,.0775667,-.4779049,6.125924,-3.288253,-.0367254,-.0957911,-.5382746,-.5984114
53,54,.0745846,.031704,.0612846,.8324268,101.9554,92.9,106.0068,101.4002,17894.67,26842,3,60,38,1,4,0,1,9,1,0,1,1,0,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.165924,.8042181,-3.037842,1.289862,-.603948,-.0320824,.0636378,-.5936298,-.0896637,2.771559,-.7810988,-2.70517,.0718118,-.5479743,7.023758,-3.509066,-.0373578,-.1004274,-.5666743,-.5854385
54,55,,.0105188,.0876392,.9018421,121.2907,92.9,103.7275,101.2042,19489,19489,1,43,30,1,0,0,1,9,0,0,1,0,.5,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,.5059553,-1.945999,1.277392,,,,,-.2705923,10.37337,-2.288341,-8.320879,.0693187,-.3896446,4.488822,-2.222,-.0362239,-.0921982,-.5130439,-.6359599
55,57,,.0143687,.0693261,.9163052,140.626,92.9,102.8854,103.5372,70709.34,106064,3,20,59,1,6,0,1,9,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,.8851625,-3.048909,1.285397,,,,,-.2077764,7.33858,-1.509683,-6.506931,.1178687,-.5199487,5.622054,-2.16992,-.0373902,-.0893418,-.4891727,-.669554
56,58,,.031624,.1841471,.784229,121.2907,92.9,104.612,100.5109,21977,21977,1,71,80,5,0,0,0,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.7684646,-.2563004,1.283948,,,,,-.0875415,2.779302,-.8082414,-2.652185,.0282609,-.1770868,1.719326,-1.313905,-.0405672,-.1079487,-.6138306,-.5216503
57,59,,.0641588,.1679705,.7678707,140.626,92.9,102.9879,101.0893,23861.91,50110,4,10,45,1,1,2,2,9,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.9490802,-.5073448,1.313987,,,,,-.044974,.8657989,-.3642921,-1.405764,.0418898,-.2014416,1.884839,-1.217453,-.0435794,-.1088901,-.60905,-.5525438
58,60,,.067234,.0606576,.8721083,121.2907,92.9,103.0085,102.2971,12925,12925,1,41,30,1,0,0,1,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.8952093,-2.996855,1.274053,,,,,-.0414093,.777779,-.377741,-1.253905,.0901233,-.552339,7.063774,-3.604067,-.0369444,-.0957988,-.5362976,-.6050432
59,61,,.0066743,.1048402,.8884855,140.626,92.9,104.003,101.4092,24971.33,37457,3,31,33,1,1,0,2,9,0,1,1,1,1,2000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,.424356,-1.521919,1.286563,,,,,-.4303319,16.93408,-3.483745,-13.44587,.0709234,-.3305352,3.547407,-1.765053,-.0381849,-.0931269,-.5173317,-.637988
60,62,.0547367,.042573,.1710024,.7316878,121.2907,92.9,105.1933,101.2752,9793.913,22526,4,42,40,1,1,2,2,9,1,1,1,2,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.179235,.84176,-.315569,1.30326,-.4599223,-.0461239,.0582722,-.7316329,-.0654457,1.807817,-.5941216,-1.990159,.0290428,-.1900813,1.945543,-1.468619,-.0433822,-.1154977,-.6581919,-.4862402
61,63,.0284009,.0104997,.0286878,.9324115,140.626,92.9,102.6502,102.0944,17429,17429,1,70,56,4,0,0,0,9,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.456635,.2344999,-7.073782,1.24312,.0356242,-.0833419,.1770458,-1.586443,-.2586563,10.37863,-2.481535,-7.873815,.2146583,-1.14961,16.27469,-8.263224,-.0352365,-.090224,-.5089449,-.6087742
62,64,.0848456,.0104241,.0836222,.8211082,101.9554,92.9,102.3655,101.8533,26157.33,39236,3,10,35,1,3,0,1,9,1,0,1,1,0,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.173071,.5700501,-2.144459,1.307809,-.6527022,-.0267087,.0800076,-.5737068,-.277875,10.48032,-2.268909,-8.503796,.0581382,-.4107979,4.675884,-2.178538,-.0382796,-.1011487,-.5574988,-.6108978
63,65,.0328868,.0234347,.1061895,.837489,121.2907,115.5099,102.6705,102.4864,20454,30681,5,50,33,1,0,0,2,9,0,0,0,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.380215,.7515918,-1.477336,1.306135,-.1037724,-.0814708,.1723854,-1.367591,-.1208634,4.110147,-1.042829,-3.698267,.0560919,-.2617119,3.457567,-1.774195,-.0389235,-.1066096,-.5427864,-.6178525
64,66,.0559048,.0512338,.0341069,.8587544,140.626,92.9,106.9022,101.9306,34040,34040,1,20,47,1,0,0,1,9,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.291226,.9206655,-6.720295,1.292399,-.4764681,-.0387164,.1275871,-.9039601,-.0560535,1.335962,-.456085,-1.744733,.2172111,-1.02232,13.116,-5.587469,-.0393646,-.0962414,-.5417371,-.6151443
65,67,,.0804164,.1430545,.7765291,121.2907,92.9,104.933,102.0833,7237.333,10856,2,50,46,4,0,1,0,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.8695824,-.4466142,1.269096,,,,,-.0333719,.4842587,-.3368894,-.9836494,.0310341,-.2225657,2.567902,-1.929423,-.0403745,-.1093888,-.6259095,-.4934665
66,68,.0137342,.0247044,.1285039,.8330575,140.626,92.9,104.1007,100.9955,19537.67,58613,4,10,53,1,1,3,2,9,0,2,1,2,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2.128591,.8553866,-.8832295,1.276181,1.134876,-.1644015,.4467044,-3.5469,-.1160238,3.844743,-.9595058,-3.625025,.0512538,-.2591377,2.841199,-1.74939,-.039662,-.1009875,-.5714373,-.5641702
67,70,,.0195715,.0735446,.9068839,121.2907,92.9,105.1604,101.6429,28051,28051,1,33,35,1,0,0,1,9,0,0,1,0,.5,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,.7900082,-2.618411,1.281171,,,,,-.1475332,5.115507,-1.190161,-4.56813,.0863066,-.4728791,5.483635,-2.477953,-.0362003,-.0911819,-.5077711,-.646058
68,71,.0274188,.0256894,.109801,.8370908,140.626,122.7141,104.1318,101.8296,21202,31803,2,10,55,1,0,1,1,9,0,1,0,1,1,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.508828,.7003383,-1.206035,1.281895,.0717718,-.1014618,.2024658,-1.682413,-.1065052,3.661339,-1.004091,-3.251665,.05779,-.2316452,3.469329,-2.088276,-.0394175,-.1093432,-.562058,-.5711842
69,72,,.0516188,.3029707,.6454105,121.2907,96.25374,102.6458,100.4973,10953.08,14239,2,41,23,6,0,1,0,9,0,0,0,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.8547692,.1614789,1.38537,,,,,-.0537639,1.316253,-.4915759,-1.625749,.019632,-.1076569,.5959711,-.6693274,-.0505533,-.1309523,-.7181577,-.4857388
70,73,,.0356112,.1446989,.8196899,140.626,94.27721,102.9284,101.1064,11092,11092,1,70,62,1,0,0,1,9,0,1,0,1,1,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.6983127,-.5064387,1.267546,,,,,-.0736645,2.352115,-.7680197,-2.208994,.0397017,-.2195079,2.483296,-1.796525,-.0398334,-.1037599,-.5853948,-.5386238
71,74,,.0413996,.1272151,.8313853,121.2907,99.30984,103.6936,100.4776,13261,26522,2,41,56,1,0,2,1,9,0,0,0,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.8059428,-.8058069,1.270548,,,,,-.066383,1.887698,-.6272935,-2.000052,.0401669,-.2408745,2.931144,-1.924388,-.0382923,-.1039303,-.5759768,-.5523746
72,75,.0474372,.0291114,.1122141,.8112373,101.9554,92.9,102.1178,101.1136,15715.5,31431,4,50,49,1,1,1,3,9,1,0,1,1,0,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.227102,.8151783,-1.103677,1.284343,-.376292,-.0525494,.0820508,-.8803756,-.098053,3.108648,-.8481447,-2.977699,.0365182,-.2915537,3.402271,-2.043403,-.0380041,-.1040376,-.5833044,-.5590118
73,76,.0209532,.0385813,.0678208,.8726447,140.626,92.9,103.4765,101.2726,14574.62,18947,2,41,35,1,0,1,1,9,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.578237,.8398176,-2.568559,1.270541,.404691,-.1149253,.2218399,-2.090539,-.0720733,2.099127,-.6464857,-2.220641,.0971134,-.4919614,6.249751,-3.285107,-.0380892,-.0960243,-.5401851,-.596311
74,77,,.0315336,.1413122,.8271542,101.9554,92.9,103.7639,102.0377,24904.67,37357,3,70,48,1,6,0,1,9,2,0,1,2,0,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.826044,-.7758518,1.292782,,,,,-.0908247,2.79302,-.7758625,-2.752464,.031718,-.2390744,2.43543,-1.452055,-.03761,-.1009741,-.564537,-.5896807
75,78,.0526056,.0173329,.0830615,.8469999,121.2907,92.9,103.3801,102.4152,17577.33,26366,5,41,31,1,0,0,2,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.217662,.6995882,-2.049599,1.29169,-.4391702,-.0459693,.0899849,-.8226379,-.1639575,5.901318,-1.400148,-5.037069,.0699446,-.4108337,4.807652,-2.416688,-.0383361,-.0980842,-.5464669,-.6088355
76,79,,.0851973,.1903047,.724498,121.2907,92.9,102.9497,101.5142,9182.308,35811,4,71,56,1,6,6,1,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.9411412,-.1248764,1.281303,,,,,-.0334087,.4040377,-.2864647,-1.025359,.0248444,-.1679176,1.65261,-1.384455,-.0431614,-.1178652,-.6717089,-.4486051
77,80,,.0765675,.1406083,.7828242,121.2907,92.9,103.7756,101.1427,14928,14928,1,50,66,5,0,0,0,9,0,0,1,0,.5,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,.8753945,-.5580619,1.276443,,,,,-.0353236,.5595521,-.3489547,-1.050736,.0342191,-.2285796,2.590296,-1.837559,-.0403637,-.1083938,-.6164443,-.5112815
78,81,,.0236921,.1711005,.8052074,121.2907,92.9,102.086,102.3502,12367,12367,1,71,33,1,0,0,1,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.680888,-.3866602,1.291669,,,,,-.1167943,4.043906,-1.088083,-3.520102,.0309708,-.1940057,1.869821,-1.319906,-.0398495,-.1040706,-.5823435,-.565439
79,82,,.0192672,.2302064,.7505264,121.2907,92.9,102.6378,102.3258,7915,18996,4,50,35,4,6,3,0,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.5897399,.0489374,1.287208,,,,,-.1429614,5.20119,-1.350441,-4.297759,.0206184,-.1404019,1.180277,-1.109266,-.0419878,-.1128643,-.6396227,-.4927689
80,83,,.0141121,.2362995,.7495884,121.2907,92.9,104.4597,101.7774,12755,12755,1,70,67,5,0,0,0,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.3224804,.087075,1.285055,,,,,-.1917946,7.461076,-1.892616,-5.699527,.0198293,-.1360562,1.14309,-1.113744,-.0420069,-.1131526,-.6455384,-.4844004
81,84,,.0204314,.1869383,.7926303,121.2907,92.9,106.9729,101.6935,11126.67,16690,3,71,67,5,5,0,0,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.5056192,-.1293978,1.265466,,,,,-.1318216,4.842741,-1.311029,-3.905902,.0244315,-.1713994,1.736436,-1.459704,-.0396186,-.1070714,-.6162292,-.5026081
82,86,,.1594598,.2806884,.5598519,121.2907,92.9,102.934,100.6097,9181,9181,1,50,100,5,0,0,0,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,.9302983,.3097778,1.344462,,,,,-.016886,-.2514758,-.1697597,-.4922073,.0156884,-.110279,.82823,-1.04327,-.0556459,-.1535945,-.8772589,-.2580154
83,87,.0782934,.0212995,.1060414,.7943658,140.626,96.46116,104.0719,101.3668,14621.43,30705,4,50,38,1,1,2,2,9,0,1,0,1,1,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.147518,.6663083,-1.2706,1.297514,-.6237531,-.0317838,.0540341,-.5461786,-.1290049,4.612942,-1.19547,-3.95518,.0611577,-.3041069,3.653484,-2.139242,-.0417883,-.1067723,-.5944736,-.5545459
84,88,.0210504,.1134914,.1090793,.7563789,140.626,138.5607,105.9735,101.9007,18812,18812,1,70,62,5,0,0,0,9,0,1,0,1,1,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.629139,.9133114,-1.137238,1.303715,.3975497,-.1416904,.2381364,-2.125277,-.0235065,.0560554,-.2365646,-.7095643,.0543839,-.2016592,3.561426,-2.274534,-.0432103,-.1254315,-.6289467,-.5063692
85,89,.020771,.1081563,.1706268,.7004458,101.9554,96.68967,103.5448,101.5962,19065,19065,1,70,66,5,0,0,0,9,1,0,0,1,0,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1.65197,.9088613,-.3591456,1.325824,.4214696,-.1166555,.2493512,-2.206221,-.025414,.1043739,-.2489069,-.7389253,.0230312,-.1851256,1.915327,-1.394027,-.0438385,-.1219717,-.6791265,-.4808972
86,90,,.1594506,.1252876,.7152618,121.2907,92.9,103.0947,100.0435,7968.333,14343,4,50,41,1,6,1,1,9,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,.9430671,-.7220358,1.302703,,,,,-.0170321,-.2509064,-.1659407,-.5092212,.03814,-.2532921,3.045951,-2.108402,-.0442695,-.1189807,-.6752511,-.4642463
87,91,,.0396578,.1522141,.8081281,140.626,92.9,103.334,102.0723,13306.15,17298,2,50,48,1,0,1,1,9,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,,.8133649,-.499006,1.277435,,,,,-.0689878,2.013302,-.6486776,-2.10924,.0396281,-.2157325,2.274769,-1.599131,-.040543,-.1042171,-.5901033,-.542642
88,92,,.0425595,.3177203,.6397202,121.2907,92.9,103.5476,101.4508,13552.8,33882,4,70,57,1,1,2,3,9,1,1,1,2,.5,2000,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,.8541718,.2970032,1.341967,,,,,-.0658432,1.809323,-.5895898,-2.008177,.0154837,-.1019453,.5800304,-.7904404,-.0494748,-.1323905,-.7514451,-.4087032
