;date;temps;mois;bien;prix;vag;indice_prix_produit
3515;2001_2;38.0;2.0;poste_02_2_0;114.6;14;poste_02_2_0_14
3517;2000_12;36.0;12.0;poste_02_2_0;109.2;13;poste_02_2_0_13
3519;2000_10;34.0;10.0;poste_02_2_0;109.2;12;poste_02_2_0_12
3520;2000_9;33.0;9.0;poste_02_2_0;109.2;11;poste_02_2_0_11
3522;2000_7;31.0;7.0;poste_02_2_0;109.2;10;poste_02_2_0_10
3523;2000_6;30.0;6.0;poste_02_2_0;109.2;9;poste_02_2_0_9
3598;2011_8;164.0;8.0;poste_02_2_1;212.61;28;poste_02_2_1_28
3600;2011_6;162.0;6.0;poste_02_2_1;212.61;27;poste_02_2_1_27
3602;2011_4;160.0;4.0;poste_02_2_1;212.61;26;poste_02_2_1_26
3604;2011_2;158.0;2.0;poste_02_2_1;212.66;25;poste_02_2_1_25
3606;2010_12;156.0;12.0;poste_02_2_1;212.64;24;poste_02_2_1_24
3607;2010_11;155.0;11.0;poste_02_2_1;209.98;23;poste_02_2_1_23
3664;2006_2;98.0;2.0;poste_02_2_1;178.0;22;poste_02_2_1_22
3667;2005_11;95.0;11.0;poste_02_2_1;178.0;21;poste_02_2_1_21
3669;2005_9;93.0;9.0;poste_02_2_1;178.0;20;poste_02_2_1_20
3671;2005_7;91.0;7.0;poste_02_2_1;177.8;19;poste_02_2_1_19
3673;2005_5;89.0;5.0;poste_02_2_1;177.4;18;poste_02_2_1_18
3675;2005_3;87.0;3.0;poste_02_2_1;177.0;17;poste_02_2_1_17
3722;2001_4;40.0;4.0;poste_02_2_1;114.6;16;poste_02_2_1_16
3723;2001_3;39.0;3.0;poste_02_2_1;114.6;15;poste_02_2_1_15
3724;2001_2;38.0;2.0;poste_02_2_1;114.6;14;poste_02_2_1_14
3726;2000_12;36.0;12.0;poste_02_2_1;109.2;13;poste_02_2_1_13
3728;2000_10;34.0;10.0;poste_02_2_1;109.2;12;poste_02_2_1_12
3729;2000_9;33.0;9.0;poste_02_2_1;109.2;11;poste_02_2_1_11
3731;2000_7;31.0;7.0;poste_02_2_1;109.2;10;poste_02_2_1_10
3732;2000_6;30.0;6.0;poste_02_2_1;109.2;9;poste_02_2_1_9
3807;2011_8;164.0;8.0;poste_03_0_0;102.46;28;poste_03_0_0_28
3809;2011_6;162.0;6.0;poste_03_0_0;107.62;27;poste_03_0_0_27
3811;2011_4;160.0;4.0;poste_03_0_0;108.55;26;poste_03_0_0_26
3813;2011_2;158.0;2.0;poste_03_0_0;97.46;25;poste_03_0_0_25
3815;2010_12;156.0;12.0;poste_03_0_0;107.88;24;poste_03_0_0_24
3816;2010_11;155.0;11.0;poste_03_0_0;107.26;23;poste_03_0_0_23
3873;2006_2;98.0;2.0;poste_03_0_0;97.17;22;poste_03_0_0_22
3876;2005_11;95.0;11.0;poste_03_0_0;104.2;21;poste_03_0_0_21
3878;2005_9;93.0;9.0;poste_03_0_0;104.1;20;poste_03_0_0_20
3880;2005_7;91.0;7.0;poste_03_0_0;95.7;19;poste_03_0_0_19
3882;2005_5;89.0;5.0;poste_03_0_0;104.1;18;poste_03_0_0_18
3884;2005_3;87.0;3.0;poste_03_0_0;103.4;17;poste_03_0_0_17
3931;2001_4;40.0;4.0;poste_03_0_0;102.3;16;poste_03_0_0_16
3932;2001_3;39.0;3.0;poste_03_0_0;102.0;15;poste_03_0_0_15
3933;2001_2;38.0;2.0;poste_03_0_0;97.3;14;poste_03_0_0_14
3935;2000_12;36.0;12.0;poste_03_0_0;102.1;13;poste_03_0_0_13
3937;2000_10;34.0;10.0;poste_03_0_0;102.1;12;poste_03_0_0_12
3938;2000_9;33.0;9.0;poste_03_0_0;102.1;11;poste_03_0_0_11
3940;2000_7;31.0;7.0;poste_03_0_0;95.2;10;poste_03_0_0_10
3941;2000_6;30.0;6.0;poste_03_0_0;101.8;9;poste_03_0_0_9
4016;2011_8;164.0;8.0;poste_03_1_1;109.39;28;poste_03_1_1_28
4018;2011_6;162.0;6.0;poste_03_1_1;108.27;27;poste_03_1_1_27
4020;2011_4;160.0;4.0;poste_03_1_1;105.63;26;poste_03_1_1_26
4022;2011_2;158.0;2.0;poste_03_1_1;100.89;25;poste_03_1_1_25
4024;2010_12;156.0;12.0;poste_03_1_1;102.36;24;poste_03_1_1_24
4025;2010_11;155.0;11.0;poste_03_1_1;102.55;23;poste_03_1_1_23
4082;2006_2;98.0;2.0;poste_03_1_1;93.56;22;poste_03_1_1_22
4085;2005_11;95.0;11.0;poste_03_1_1;97.5;21;poste_03_1_1_21
4087;2005_9;93.0;9.0;poste_03_1_1;95.9;20;poste_03_1_1_20
4089;2005_7;91.0;7.0;poste_03_1_1;93.8;19;poste_03_1_1_19
4091;2005_5;89.0;5.0;poste_03_1_1;99.5;18;poste_03_1_1_18
4093;2005_3;87.0;3.0;poste_03_1_1;99.9;17;poste_03_1_1_17
4140;2001_4;40.0;4.0;poste_03_1_1;101.1;16;poste_03_1_1_16
4141;2001_3;39.0;3.0;poste_03_1_1;100.5;15;poste_03_1_1_15
4142;2001_2;38.0;2.0;poste_03_1_1;96.1;14;poste_03_1_1_14
4144;2000_12;36.0;12.0;poste_03_1_1;99.6;13;poste_03_1_1_13
4146;2000_10;34.0;10.0;poste_03_1_1;99.8;12;poste_03_1_1_12
4147;2000_9;33.0;9.0;poste_03_1_1;100.6;11;poste_03_1_1_11
4149;2000_7;31.0;7.0;poste_03_1_1;95.7;10;poste_03_1_1_10
4150;2000_6;30.0;6.0;poste_03_1_1;100.2;9;poste_03_1_1_9
4225;2011_8;164.0;8.0;poste_03_1_2;98.95;28;poste_03_1_2_28
4227;2011_6;162.0;6.0;poste_03_1_2;104.34;27;poste_03_1_2_27
4229;2011_4;160.0;4.0;poste_03_1_2;105.51;26;poste_03_1_2_26
4231;2011_2;158.0;2.0;poste_03_1_2;94.33;25;poste_03_1_2_25
4233;2010_12;156.0;12.0;poste_03_1_2;104.69;24;poste_03_1_2_24
4234;2010_11;155.0;11.0;poste_03_1_2;104.03;23;poste_03_1_2_23
4291;2006_2;98.0;2.0;poste_03_1_2;95.83;22;poste_03_1_2_22
4294;2005_11;95.0;11.0;poste_03_1_2;102.4;21;poste_03_1_2_21
4296;2005_9;93.0;9.0;poste_03_1_2;102.5;20;poste_03_1_2_20
4298;2005_7;91.0;7.0;poste_03_1_2;93.2;19;poste_03_1_2_19
4300;2005_5;89.0;5.0;poste_03_1_2;102.5;18;poste_03_1_2_18
4302;2005_3;87.0;3.0;poste_03_1_2;102.1;17;poste_03_1_2_17
4349;2001_4;40.0;4.0;poste_03_1_2;102.0;16;poste_03_1_2_16
4350;2001_3;39.0;3.0;poste_03_1_2;102.0;15;poste_03_1_2_15
4351;2001_2;38.0;2.0;poste_03_1_2;97.5;14;poste_03_1_2_14
4353;2000_12;36.0;12.0;poste_03_1_2;102.0;13;poste_03_1_2_13
4355;2000_10;34.0;10.0;poste_03_1_2;102.0;12;poste_03_1_2_12
4356;2000_9;33.0;9.0;poste_03_1_2;102.2;11;poste_03_1_2_11
4358;2000_7;31.0;7.0;poste_03_1_2;95.0;10;poste_03_1_2_10
4359;2000_6;30.0;6.0;poste_03_1_2;101.8;9;poste_03_1_2_9
4434;2011_8;164.0;8.0;poste_03_1_3;111.18;28;poste_03_1_3_28
4436;2011_6;162.0;6.0;poste_03_1_3;112.34;27;poste_03_1_3_27
4438;2011_4;160.0;4.0;poste_03_1_3;113.12;26;poste_03_1_3_26
4440;2011_2;158.0;2.0;poste_03_1_3;101.72;25;poste_03_1_3_25
4442;2010_12;156.0;12.0;poste_03_1_3;111.62;24;poste_03_1_3_24
4443;2010_11;155.0;11.0;poste_03_1_3;111.2;23;poste_03_1_3_23
4500;2006_2;98.0;2.0;poste_03_1_3;100.84;22;poste_03_1_3_22
4503;2005_11;95.0;11.0;poste_03_1_3;106.4;21;poste_03_1_3_21
4505;2005_9;93.0;9.0;poste_03_1_3;106.9;20;poste_03_1_3_20
4507;2005_7;91.0;7.0;poste_03_1_3;102.1;19;poste_03_1_3_19
4509;2005_5;89.0;5.0;poste_03_1_3;106.4;18;poste_03_1_3_18
4511;2005_3;87.0;3.0;poste_03_1_3;105.6;17;poste_03_1_3_17
4558;2001_4;40.0;4.0;poste_03_1_3;102.9;16;poste_03_1_3_16
4559;2001_3;39.0;3.0;poste_03_1_3;102.8;15;poste_03_1_3_15
4560;2001_2;38.0;2.0;poste_03_1_3;98.2;14;poste_03_1_3_14
4562;2000_12;36.0;12.0;poste_03_1_3;102.3;13;poste_03_1_3_13
4564;2000_10;34.0;10.0;poste_03_1_3;101.8;12;poste_03_1_3_12
4565;2000_9;33.0;9.0;poste_03_1_3;101.9;11;poste_03_1_3_11
4567;2000_7;31.0;7.0;poste_03_1_3;98.4;10;poste_03_1_3_10
4568;2000_6;30.0;6.0;poste_03_1_3;101.7;9;poste_03_1_3_9
4643;2011_8;164.0;8.0;poste_03_1_4;124.57;28;poste_03_1_4_28
4645;2011_6;162.0;6.0;poste_03_1_4;124.41;27;poste_03_1_4_27
4647;2011_4;160.0;4.0;poste_03_1_4;123.72;26;poste_03_1_4_26
4649;2011_2;158.0;2.0;poste_03_1_4;123.19;25;poste_03_1_4_25
4651;2010_12;156.0;12.0;poste_03_1_4;122.85;24;poste_03_1_4_24
4652;2010_11;155.0;11.0;poste_03_1_4;123.05;23;poste_03_1_4_23
4709;2006_2;98.0;2.0;poste_03_1_4;114.34;22;poste_03_1_4_22
4712;2005_11;95.0;11.0;poste_03_1_4;113.9;21;poste_03_1_4_21
4714;2005_9;93.0;9.0;poste_03_1_4;113.7;20;poste_03_1_4_20
4716;2005_7;91.0;7.0;poste_03_1_4;113.1;19;poste_03_1_4_19
4718;2005_5;89.0;5.0;poste_03_1_4;112.8;18;poste_03_1_4_18
4720;2005_3;87.0;3.0;poste_03_1_4;112.4;17;poste_03_1_4_17
4767;2001_4;40.0;4.0;poste_03_1_4;103.4;16;poste_03_1_4_16
4768;2001_3;39.0;3.0;poste_03_1_4;103.1;15;poste_03_1_4_15
4769;2001_2;38.0;2.0;poste_03_1_4;102.8;14;poste_03_1_4_14
4771;2000_12;36.0;12.0;poste_03_1_4;102.5;13;poste_03_1_4_13
4773;2000_10;34.0;10.0;poste_03_1_4;102.4;12;poste_03_1_4_12
4774;2000_9;33.0;9.0;poste_03_1_4;102.4;11;poste_03_1_4_11
4776;2000_7;31.0;7.0;poste_03_1_4;102.1;10;poste_03_1_4_10
4777;2000_6;30.0;6.0;poste_03_1_4;102.1;9;poste_03_1_4_9
4852;2011_8;164.0;8.0;poste_03_2_1;108.8;28;poste_03_2_1_28
4854;2011_6;162.0;6.0;poste_03_2_1;115.1;27;poste_03_2_1_27
4856;2011_4;160.0;4.0;poste_03_2_1;115.42;26;poste_03_2_1_26
4858;2011_2;158.0;2.0;poste_03_2_1;103.65;25;poste_03_2_1_25
4860;2010_12;156.0;12.0;poste_03_2_1;115.61;24;poste_03_2_1_24
4861;2010_11;155.0;11.0;poste_03_2_1;114.95;23;poste_03_2_1_23
4918;2006_2;98.0;2.0;poste_03_2_1;97.53;22;poste_03_2_1_22
4921;2005_11;95.0;11.0;poste_03_2_1;107.7;21;poste_03_2_1_21
4923;2005_9;93.0;9.0;poste_03_2_1;106.9;20;poste_03_2_1_20
4925;2005_7;91.0;7.0;poste_03_2_1;99.3;19;poste_03_2_1_19
4927;2005_5;89.0;5.0;poste_03_2_1;107.5;18;poste_03_2_1_18
4929;2005_3;87.0;3.0;poste_03_2_1;105.4;17;poste_03_2_1_17
4976;2001_4;40.0;4.0;poste_03_2_1;102.7;16;poste_03_2_1_16
4977;2001_3;39.0;3.0;poste_03_2_1;101.7;15;poste_03_2_1_15
4978;2001_2;38.0;2.0;poste_03_2_1;95.9;14;poste_03_2_1_14
4980;2000_12;36.0;12.0;poste_03_2_1;102.3;13;poste_03_2_1_13
4982;2000_10;34.0;10.0;poste_03_2_1;102.3;12;poste_03_2_1_12
4983;2000_9;33.0;9.0;poste_03_2_1;102.1;11;poste_03_2_1_11
4985;2000_7;31.0;7.0;poste_03_2_1;94.0;10;poste_03_2_1_10
4986;2000_6;30.0;6.0;poste_03_2_1;102.0;9;poste_03_2_1_9
5061;2011_8;164.0;8.0;poste_04_0_0;142.13;28;poste_04_0_0_28
5063;2011_6;162.0;6.0;poste_04_0_0;141.24;27;poste_04_0_0_27
5065;2011_4;160.0;4.0;poste_04_0_0;141.51;26;poste_04_0_0_26
5067;2011_2;158.0;2.0;poste_04_0_0;139.76;25;poste_04_0_0_25
5069;2010_12;156.0;12.0;poste_04_0_0;138.05;24;poste_04_0_0_24
5070;2010_11;155.0;11.0;poste_04_0_0;137.23;23;poste_04_0_0_23
5127;2006_2;98.0;2.0;poste_04_0_0;119.64;22;poste_04_0_0_22
5130;2005_11;95.0;11.0;poste_04_0_0;118.4;21;poste_04_0_0_21
5132;2005_9;93.0;9.0;poste_04_0_0;118.2;20;poste_04_0_0_20
5134;2005_7;91.0;7.0;poste_04_0_0;116.6;19;poste_04_0_0_19
5136;2005_5;89.0;5.0;poste_04_0_0;114.9;18;poste_04_0_0_18
5138;2005_3;87.0;3.0;poste_04_0_0;114.8;17;poste_04_0_0_17
5185;2001_4;40.0;4.0;poste_04_0_0;102.5;16;poste_04_0_0_16
5186;2001_3;39.0;3.0;poste_04_0_0;102.4;15;poste_04_0_0_15
5187;2001_2;38.0;2.0;poste_04_0_0;102.5;14;poste_04_0_0_14
5189;2000_12;36.0;12.0;poste_04_0_0;103.5;13;poste_04_0_0_13
5191;2000_10;34.0;10.0;poste_04_0_0;103.0;12;poste_04_0_0_12
5192;2000_9;33.0;9.0;poste_04_0_0;103.5;11;poste_04_0_0_11
5194;2000_7;31.0;7.0;poste_04_0_0;101.8;10;poste_04_0_0_10
5195;2000_6;30.0;6.0;poste_04_0_0;101.5;9;poste_04_0_0_9
5270;2011_8;164.0;8.0;poste_04_1_1;133.54;28;poste_04_1_1_28
5272;2011_6;162.0;6.0;poste_04_1_1;132.93;27;poste_04_1_1_27
5274;2011_4;160.0;4.0;poste_04_1_1;132.23;26;poste_04_1_1_26
5276;2011_2;158.0;2.0;poste_04_1_1;131.37;25;poste_04_1_1_25
5278;2010_12;156.0;12.0;poste_04_1_1;131.34;24;poste_04_1_1_24
5279;2010_11;155.0;11.0;poste_04_1_1;131.1;23;poste_04_1_1_23
5336;2006_2;98.0;2.0;poste_04_1_1;117.9;22;poste_04_1_1_22
5339;2005_11;95.0;11.0;poste_04_1_1;116.7;21;poste_04_1_1_21
5341;2005_9;93.0;9.0;poste_04_1_1;116.2;20;poste_04_1_1_20
5343;2005_7;91.0;7.0;poste_04_1_1;115.4;19;poste_04_1_1_19
5345;2005_5;89.0;5.0;poste_04_1_1;114.8;18;poste_04_1_1_18
5347;2005_3;87.0;3.0;poste_04_1_1;114.0;17;poste_04_1_1_17
5394;2001_4;40.0;4.0;poste_04_1_1;101.8;16;poste_04_1_1_16
5395;2001_3;39.0;3.0;poste_04_1_1;101.7;15;poste_04_1_1_15
5396;2001_2;38.0;2.0;poste_04_1_1;101.6;14;poste_04_1_1_14
5398;2000_12;36.0;12.0;poste_04_1_1;102.2;13;poste_04_1_1_13
5400;2000_10;34.0;10.0;poste_04_1_1;102.1;12;poste_04_1_1_12
5401;2000_9;33.0;9.0;poste_04_1_1;102.1;11;poste_04_1_1_11
5403;2000_7;31.0;7.0;poste_04_1_1;101.8;10;poste_04_1_1_10
5404;2000_6;30.0;6.0;poste_04_1_1;101.7;9;poste_04_1_1_9
5479;2011_8;164.0;8.0;poste_04_3_1;128.91;28;poste_04_3_1_28
5481;2011_6;162.0;6.0;poste_04_3_1;128.98;27;poste_04_3_1_27
5483;2011_4;160.0;4.0;poste_04_3_1;127.43;26;poste_04_3_1_26
5485;2011_2;158.0;2.0;poste_04_3_1;126.72;25;poste_04_3_1_25
5487;2010_12;156.0;12.0;poste_04_3_1;126.45;24;poste_04_3_1_24
5488;2010_11;155.0;11.0;poste_04_3_1;126.43;23;poste_04_3_1_23
5545;2006_2;98.0;2.0;poste_04_3_1;111.13;22;poste_04_3_1_22
5548;2005_11;95.0;11.0;poste_04_3_1;111.9;21;poste_04_3_1_21
5550;2005_9;93.0;9.0;poste_04_3_1;112.1;20;poste_04_3_1_20
5552;2005_7;91.0;7.0;poste_04_3_1;111.1;19;poste_04_3_1_19
5554;2005_5;89.0;5.0;poste_04_3_1;110.7;18;poste_04_3_1_18
5556;2005_3;87.0;3.0;poste_04_3_1;110.4;17;poste_04_3_1_17
5603;2001_4;40.0;4.0;poste_04_3_1;103.4;16;poste_04_3_1_16
5604;2001_3;39.0;3.0;poste_04_3_1;103.4;15;poste_04_3_1_15
5605;2001_2;38.0;2.0;poste_04_3_1;102.8;14;poste_04_3_1_14
5607;2000_12;36.0;12.0;poste_04_3_1;102.6;13;poste_04_3_1_13
5609;2000_10;34.0;10.0;poste_04_3_1;102.5;12;poste_04_3_1_12
5610;2000_9;33.0;9.0;poste_04_3_1;102.0;11;poste_04_3_1_11
5612;2000_7;31.0;7.0;poste_04_3_1;101.3;10;poste_04_3_1_10
5613;2000_6;30.0;6.0;poste_04_3_1;101.9;9;poste_04_3_1_9
5688;2011_8;164.0;8.0;poste_04_3_2;137.34;28;poste_04_3_2_28
5690;2011_6;162.0;6.0;poste_04_3_2;137.05;27;poste_04_3_2_27
5692;2011_4;160.0;4.0;poste_04_3_2;136.3;26;poste_04_3_2_26
5694;2011_2;158.0;2.0;poste_04_3_2;135.81;25;poste_04_3_2_25
5696;2010_12;156.0;12.0;poste_04_3_2;134.44;24;poste_04_3_2_24
5697;2010_11;155.0;11.0;poste_04_3_2;134.43;23;poste_04_3_2_23
5754;2006_2;98.0;2.0;poste_04_3_2;117.08;22;poste_04_3_2_22
5757;2005_11;95.0;11.0;poste_04_3_2;115.1;21;poste_04_3_2_21
5759;2005_9;93.0;9.0;poste_04_3_2;114.6;20;poste_04_3_2_20
5761;2005_7;91.0;7.0;poste_04_3_2;114.0;19;poste_04_3_2_19
5763;2005_5;89.0;5.0;poste_04_3_2;113.6;18;poste_04_3_2_18
5765;2005_3;87.0;3.0;poste_04_3_2;113.1;17;poste_04_3_2_17
5812;2001_4;40.0;4.0;poste_04_3_2;97.7;16;poste_04_3_2_16
5813;2001_3;39.0;3.0;poste_04_3_2;97.4;15;poste_04_3_2_15
5814;2001_2;38.0;2.0;poste_04_3_2;97.2;14;poste_04_3_2_14
5816;2000_12;36.0;12.0;poste_04_3_2;96.1;13;poste_04_3_2_13
5818;2000_10;34.0;10.0;poste_04_3_2;95.6;12;poste_04_3_2_12
5819;2000_9;33.0;9.0;poste_04_3_2;95.4;11;poste_04_3_2_11
5821;2000_7;31.0;7.0;poste_04_3_2;94.9;10;poste_04_3_2_10
5822;2000_6;30.0;6.0;poste_04_3_2;94.6;9;poste_04_3_2_9
5897;2011_8;164.0;8.0;poste_04_4_1;145.68;28;poste_04_4_1_28
5899;2011_6;162.0;6.0;poste_04_4_1;145.52;27;poste_04_4_1_27
5901;2011_4;160.0;4.0;poste_04_4_1;143.79;26;poste_04_4_1_26
5903;2011_2;158.0;2.0;poste_04_4_1;143.32;25;poste_04_4_1_25
5905;2010_12;156.0;12.0;poste_04_4_1;142.55;24;poste_04_4_1_24
5906;2010_11;155.0;11.0;poste_04_4_1;140.71;23;poste_04_4_1_23
5963;2006_2;98.0;2.0;poste_04_4_1;121.56;22;poste_04_4_1_22
5966;2005_11;95.0;11.0;poste_04_4_1;119.0;21;poste_04_4_1_21
5968;2005_9;93.0;9.0;poste_04_4_1;118.9;20;poste_04_4_1_20
5970;2005_7;91.0;7.0;poste_04_4_1;118.5;19;poste_04_4_1_19
5972;2005_5;89.0;5.0;poste_04_4_1;117.3;18;poste_04_4_1_18
5974;2005_3;87.0;3.0;poste_04_4_1;116.9;17;poste_04_4_1_17
6021;2001_4;40.0;4.0;poste_04_4_1;104.4;16;poste_04_4_1_16
6022;2001_3;39.0;3.0;poste_04_4_1;104.3;15;poste_04_4_1_15
6023;2001_2;38.0;2.0;poste_04_4_1;104.3;14;poste_04_4_1_14
6025;2000_12;36.0;12.0;poste_04_4_1;103.8;13;poste_04_4_1_13
6027;2000_10;34.0;10.0;poste_04_4_1;103.8;12;poste_04_4_1_12
6028;2000_9;33.0;9.0;poste_04_4_1;103.8;11;poste_04_4_1_11
6030;2000_7;31.0;7.0;poste_04_4_1;103.6;10;poste_04_4_1_10
6031;2000_6;30.0;6.0;poste_04_4_1;103.5;9;poste_04_4_1_9
6106;2011_8;164.0;8.0;poste_04_5_1;112.21;28;poste_04_5_1_28
6108;2011_6;162.0;6.0;poste_04_5_1;109.11;27;poste_04_5_1_27
6110;2011_4;160.0;4.0;poste_04_5_1;109.11;26;poste_04_5_1_26
6112;2011_2;158.0;2.0;poste_04_5_1;109.11;25;poste_04_5_1_25
6114;2010_12;156.0;12.0;poste_04_5_1;105.77;24;poste_04_5_1_24
6115;2010_11;155.0;11.0;poste_04_5_1;105.77;23;poste_04_5_1_23
6172;2006_2;98.0;2.0;poste_04_5_1;96.21;22;poste_04_5_1_22
6175;2005_11;95.0;11.0;poste_04_5_1;96.2;21;poste_04_5_1_21
6177;2005_9;93.0;9.0;poste_04_5_1;96.2;20;poste_04_5_1_20
6179;2005_7;91.0;7.0;poste_04_5_1;96.2;19;poste_04_5_1_19
6181;2005_5;89.0;5.0;poste_04_5_1;96.2;18;poste_04_5_1_18
6183;2005_3;87.0;3.0;poste_04_5_1;96.2;17;poste_04_5_1_17
6230;2001_4;40.0;4.0;poste_04_5_1;92.9;16;poste_04_5_1_16
6231;2001_3;39.0;3.0;poste_04_5_1;92.9;15;poste_04_5_1_15
6232;2001_2;38.0;2.0;poste_04_5_1;92.9;14;poste_04_5_1_14
6234;2000_12;36.0;12.0;poste_04_5_1;92.9;13;poste_04_5_1_13
6236;2000_10;34.0;10.0;poste_04_5_1;92.9;12;poste_04_5_1_12
6237;2000_9;33.0;9.0;poste_04_5_1;92.9;11;poste_04_5_1_11
6239;2000_7;31.0;7.0;poste_04_5_1;92.9;10;poste_04_5_1_10
6240;2000_6;30.0;6.0;poste_04_5_1;92.9;9;poste_04_5_1_9
6315;2011_8;164.0;8.0;poste_04_5_2;190.16;28;poste_04_5_2_28
6317;2011_6;162.0;6.0;poste_04_5_2;190.09;27;poste_04_5_2_27
6319;2011_4;160.0;4.0;poste_04_5_2;190.15;26;poste_04_5_2_26
6321;2011_2;158.0;2.0;poste_04_5_2;181.4;25;poste_04_5_2_25
6323;2010_12;156.0;12.0;poste_04_5_2;180.17;24;poste_04_5_2_24
6324;2010_11;155.0;11.0;poste_04_5_2;179.88;23;poste_04_5_2_23
6381;2006_2;98.0;2.0;poste_04_5_2;136.63;22;poste_04_5_2_22
6384;2005_11;95.0;11.0;poste_04_5_2;135.9;21;poste_04_5_2_21
6386;2005_9;93.0;9.0;poste_04_5_2;129.7;20;poste_04_5_2_20
6388;2005_7;91.0;7.0;poste_04_5_2;126.6;19;poste_04_5_2_19
6390;2005_5;89.0;5.0;poste_04_5_2;123.0;18;poste_04_5_2_18
6392;2005_3;87.0;3.0;poste_04_5_2;123.0;17;poste_04_5_2_17
6439;2001_4;40.0;4.0;poste_04_5_2;113.2;16;poste_04_5_2_16
6440;2001_3;39.0;3.0;poste_04_5_2;113.6;15;poste_04_5_2_15
6441;2001_2;38.0;2.0;poste_04_5_2;114.2;14;poste_04_5_2_14
6443;2000_12;36.0;12.0;poste_04_5_2;114.4;13;poste_04_5_2_13
6445;2000_10;34.0;10.0;poste_04_5_2;104.1;12;poste_04_5_2_12
6446;2000_9;33.0;9.0;poste_04_5_2;103.1;11;poste_04_5_2_11
6448;2000_7;31.0;7.0;poste_04_5_2;101.8;10;poste_04_5_2_10
6449;2000_6;30.0;6.0;poste_04_5_2;101.4;9;poste_04_5_2_9
6524;2011_8;164.0;8.0;poste_04_5_3;294.49;28;poste_04_5_3_28
6526;2011_6;162.0;6.0;poste_04_5_3;295.99;27;poste_04_5_3_27
6528;2011_4;160.0;4.0;poste_04_5_3;313.49;26;poste_04_5_3_26
6530;2011_2;158.0;2.0;poste_04_5_3;293.85;25;poste_04_5_3_25
6532;2010_12;156.0;12.0;poste_04_5_3;270.28;24;poste_04_5_3_24
6533;2010_11;155.0;11.0;poste_04_5_3;255.62;23;poste_04_5_3_23
6590;2006_2;98.0;2.0;poste_04_5_3;220.42;22;poste_04_5_3_22
6593;2005_11;95.0;11.0;poste_04_5_3;217.9;21;poste_04_5_3_21
6595;2005_9;93.0;9.0;poste_04_5_3;230.7;20;poste_04_5_3_20
6597;2005_7;91.0;7.0;poste_04_5_3;207.6;19;poste_04_5_3_19
6599;2005_5;89.0;5.0;poste_04_5_3;181.1;18;poste_04_5_3_18
6601;2005_3;87.0;3.0;poste_04_5_3;190.1;17;poste_04_5_3_17
6648;2001_4;40.0;4.0;poste_04_5_3;135.5;16;poste_04_5_3_16
6649;2001_3;39.0;3.0;poste_04_5_3;133.2;15;poste_04_5_3_15
6650;2001_2;38.0;2.0;poste_04_5_3;135.9;14;poste_04_5_3_14
6652;2000_12;36.0;12.0;poste_04_5_3;158.6;13;poste_04_5_3_13
6654;2000_10;34.0;10.0;poste_04_5_3;169.8;12;poste_04_5_3_12
6655;2000_9;33.0;9.0;poste_04_5_3;184.1;11;poste_04_5_3_11
6657;2000_7;31.0;7.0;poste_04_5_3;150.1;10;poste_04_5_3_10
6658;2000_6;30.0;6.0;poste_04_5_3;146.2;9;poste_04_5_3_9
6733;2011_8;164.0;8.0;poste_04_5_4;136.06;28;poste_04_5_4_28
6735;2011_6;162.0;6.0;poste_04_5_4;135.86;27;poste_04_5_4_27
6737;2011_4;160.0;4.0;poste_04_5_4;135.36;26;poste_04_5_4_26
6739;2011_2;158.0;2.0;poste_04_5_4;134.05;25;poste_04_5_4_25
6741;2010_12;156.0;12.0;poste_04_5_4;133.47;24;poste_04_5_4_24
6742;2010_11;155.0;11.0;poste_04_5_4;133.67;23;poste_04_5_4_23
6799;2006_2;98.0;2.0;poste_04_5_4;119.41;22;poste_04_5_4_22
6802;2005_11;95.0;11.0;poste_04_5_4;118.2;21;poste_04_5_4_21
6804;2005_9;93.0;9.0;poste_04_5_4;116.5;20;poste_04_5_4_20
6806;2005_7;91.0;7.0;poste_04_5_4;115.9;19;poste_04_5_4_19
6808;2005_5;89.0;5.0;poste_04_5_4;115.4;18;poste_04_5_4_18
6810;2005_3;87.0;3.0;poste_04_5_4;115.7;17;poste_04_5_4_17
6857;2001_4;40.0;4.0;poste_04_5_4;105.5;16;poste_04_5_4_16
6858;2001_3;39.0;3.0;poste_04_5_4;105.6;15;poste_04_5_4_15
6859;2001_2;38.0;2.0;poste_04_5_4;105.3;14;poste_04_5_4_14
6861;2000_12;36.0;12.0;poste_04_5_4;104.7;13;poste_04_5_4_13
6863;2000_10;34.0;10.0;poste_04_5_4;103.6;12;poste_04_5_4_12
6864;2000_9;33.0;9.0;poste_04_5_4;102.7;11;poste_04_5_4_11
6866;2000_7;31.0;7.0;poste_04_5_4;101.8;10;poste_04_5_4_10
6867;2000_6;30.0;6.0;poste_04_5_4;102.1;9;poste_04_5_4_9
6942;2011_8;164.0;8.0;poste_04_5_5;148.51;28;poste_04_5_5_28
6944;2011_6;162.0;6.0;poste_04_5_5;148.51;27;poste_04_5_5_27
6946;2011_4;160.0;4.0;poste_04_5_5;192.1;26;poste_04_5_5_26
6948;2011_2;158.0;2.0;poste_04_5_5;192.1;25;poste_04_5_5_25
6950;2010_12;156.0;12.0;poste_04_5_5;192.1;24;poste_04_5_5_24
6951;2010_11;155.0;11.0;poste_04_5_5;192.1;23;poste_04_5_5_23
